 Position.x[m] Position.y[m]
370954933.4715566635 103040949.7875140309
370953185.3696799874 103047242.8747506291
370951437.1610438824 103053535.9323304743
370949688.8456487656 103059828.9602517635
370947940.4234952927 103066121.9585126638
370946191.8945837617 103072414.9271113575
370944443.2589148879 103078707.8660460860
370942694.5164890289 103085000.7753149867
370940945.6673067808 103091293.6549162567
370939196.7113685608 103097586.5048481077
370937447.6486749053 103103879.3251087368
370935698.4792262912 103110172.1156962663
370933949.2030233145 103116464.8766089529
370932199.8200663924 103122757.6078449786
370930450.3303560615 103129050.3094024956
370928700.7338927984 103135342.9812797159
370926951.0306771398 103141635.6234748363
370925201.2207095623 103147928.2359860241
370923451.3039905429 103154220.8188114911
370921701.2805207372 103160513.3719494045
370919951.1503005028 103166805.8953979462
370918200.9133303165 103173098.3891553581
370916450.5696107745 103179390.8532197922
370914700.1191423535 103185683.2875894159
370912949.5619255304 103191975.6922624558
370911198.8979608417 103198268.0672370940
370909448.1272488236 103204560.4125115126
370907697.2497898936 103210852.7280838788
370905946.2655845881 103217145.0139524341
370904195.1746333838 103223437.2701153308
370902443.9769369364 103229729.4965707660
370900692.6724955440 103236021.6933169067
370898941.2613098025 103242313.8603519797
370897189.7433803082 103248605.9976741523
370895438.1187073588 103254898.1052816063
370893686.3872916698 103261190.1831725538
370891934.5491335988 103267482.2313451767
370890182.6042337418 103273774.2497976720
370888430.5525925159 103280066.2385281920
370886678.3942104578 103286358.1975349635
370884926.1290881038 103292650.1268161684
370883173.7572259307 103298942.0263699740
370881421.2786244750 103305233.8961946070
370879668.6932842135 103311525.7362882346
370877916.0012056231 103317817.5466490090
370876163.2023892403 103324109.3272752017
370874410.2968356013 103330401.0781649351
370872657.2845451832 103336692.7993164212
370870904.1655184627 103342984.4907278717
370869150.9397559762 103349276.1523974389
370867397.6072582006 103355567.7843233347
370865644.1680256724 103361859.3865037411
370863890.6220588684 103368150.9589368403
370862136.9693583250 103374442.5016208440
370860383.2099245191 103380734.0145539045
370858629.3437579274 103387025.4977342337
370856875.3708592057 103393316.9511600286
370855121.2912285924 103399608.3748294711
370853367.1048668623 103405899.7687407434
370851612.8117743134 103412191.1328920424
370849858.4119516611 103418482.4672815651
370848103.9053992033 103424773.7719074637
370846349.2921175361 103431065.0467679650
370844594.5721071959 103437356.2918612659
370842839.7453685999 103443647.5071855336
370841084.8119023442 103449938.6927389652
370839329.7717088461 103456229.8485197276
370837574.6247887611 103462520.9745260477
370835819.3711424470 103468812.0707560629
370834064.0107703805 103475103.1372080296
370832308.5436732173 103481394.1738801003
370830552.9698513746 103487685.1807704568
370828797.2893053889 103493976.1578773260
370827041.5020356774 103500267.1051988602
370825285.6080428362 103506558.0227332413
370823529.6073274016 103512848.9104786962
370821773.4998897314 103519139.7684333920
370820017.2857305408 103525430.5965955406
370818260.9648501277 103531721.3949632943
370816504.5372491479 103538012.1635348797
370814748.0029280186 103544302.9023084342
370812991.3618872762 103550593.6112821996
370811234.6141273975 103556884.2904543430
370809477.7596489787 103563174.9398230761
370807720.7984523773 103569465.5593865514
370805963.7305383086 103575756.1491429806
370804206.5559070110 103582046.7090905607
370802449.2745592594 103588337.2392274439
370800691.8864953518 103594627.7395518869
370798934.3917158842 103600918.2100620121
370797176.7902213931 103607208.6507560462
370795419.0820122957 103613499.0616321713
370793661.2670892477 103619789.4426885396
370791903.3454525471 103626079.7939234078
370790145.3171028495 103632370.1153349131
370788387.1820405722 103638660.4069212973
370786628.9402663112 103644950.6686806977
370784870.5917805433 103651240.9006113261
370783112.1365837455 103657531.1027113795
370781353.5746763945 103663821.2749790400
370779594.9060590863 103670111.4174124897
370777836.1307322383 103676401.5300099105
370776077.2486965060 103682691.6127695292
370774318.2599521875 103688981.6656895131
370772559.1644998789 103695271.6887680292
370770799.9623401761 103701561.6820033044
370769040.6534734368 103707851.6453935057
370767281.2379002571 103714141.5789368451
370765521.7156211734 103720431.4826314896
370763762.0866366029 103726721.3564756364
370762002.3509470820 103733011.2004674822
370760242.5085531473 103739301.0146051943
370758482.5594552755 103745590.7988869995
370756722.5036539435 103751880.5533110499
370754962.3411497474 103758170.2778755724
370753202.0719431639 103764459.9725786895
370751441.6960346103 103770749.6374186873
370749681.2134247422 103777039.2723936886
370747920.6241139174 103783328.8775019199
370746159.9281027317 103789618.4527415186
370744399.1253916621 103795907.9981107414
370742638.2159812450 103802197.5136077404
370740877.1998719573 103808486.9992306978
370739116.0770643353 103814776.4549778253
370737354.8475588560 103821065.8808472902
370735593.5113559961 103827355.2768373191
370733832.0684563518 103833644.6429460645
370732070.5188603401 103839933.9791717380
370730308.8625685573 103846223.2855125070
370728547.0995814204 103852512.5619665831
370726785.2298995256 103858801.8085321635
370725023.2535232902 103865091.0252074003
370723261.1704532504 103871380.2119905353
370721498.9806899428 103877669.3688797057
370719736.6842339039 103883958.4958731383
370717974.2810855508 103890247.5929690301
370716211.7712454200 103896536.6601655185
370714449.1547140479 103902825.6974608451
370712686.4314919114 103909114.7048531771
370710923.6015796065 103915403.6823406965
370709160.6649774909 103921692.6299216151
370707397.6216861606 103927981.5475941151
370705634.4717061520 103934270.4353563935
370703871.2150378823 103940559.2932066470
370702107.8516819477 103946848.1211430281
370700344.3816387653 103953136.9191637635
370698580.8049089313 103959425.6872670054
370696817.1214929223 103965714.4254510105
370695053.3313912153 103972003.1337139010
370693289.4346043468 103978291.8120539039
370691525.4311328530 103984580.4604691863
370689761.3209771514 103990869.0789579600
370687997.1041378975 103997157.6675183773
370686232.7806153893 104003446.2261486948
370684468.3504103422 104009734.7548470348
370682703.8135231733 104016023.2536116540
370680939.1699542999 104022311.7224406749
370679174.4197044373 104028600.1613323390
370677409.5627738833 104034888.5702848136
370675644.5991632938 104041176.9492962658
370673879.5288731456 104047465.2983649224
370672114.3519039154 104053753.6174889654
370670349.0682560802 104060041.9066666067
370668583.6779301763 104066330.1658959538
370666818.1809267402 104072618.3951752931
370665052.5772463083 104078906.5945027769
370663286.8668892980 104085194.7638765872
370661521.0498562455 104091482.9032949507
370659755.1261477470 104097771.0127559900
370657989.0957642198 104104059.0922579765
370656222.9587062001 104110347.1417990327
370654456.7149741650 104116635.1613773853
370652690.3645686507 104122923.1509912014
370650923.9074901342 104129211.1106386930
370649157.3437391520 104135499.0403180420
370647390.6733162999 104141786.9400274307
370645623.8962218761 104148074.8097650707
370643857.0124565959 104154362.6495291293
370642090.0220208764 104160650.4593178183
370640322.9249151945 104166938.2391293198
370638555.7211401463 104173225.9889618009
370636788.4106961489 104179513.7088134885
370635020.9935837388 104185801.3986825496
370633253.4698035121 104192089.0585671961
370631485.8393558264 104198376.6884655803
370629718.1022413373 104204664.2883759141
370627950.2584604621 104210951.8582964242
370626182.3080136776 104217239.3982252032
370624414.2509016395 104223526.9081605524
370622646.0871247053 104229814.3881006092
370620877.8166834712 104236101.8380435556
370619109.4395784140 104242389.2579876184
370617340.9558100104 104248676.6479309499
370615572.3653788567 104254964.0078717768
370613803.6682853699 104261251.3378082663
370612034.8645301461 104267538.6377385855
370610265.9541136026 104273825.9076609910
370608496.9370363355 104280113.1475736201
370606727.8132987618 104286400.3574746549
370604958.5829014778 104292687.5373623371
370603189.2458449006 104298974.6872348040
370601419.8021296859 104305261.8070902824
370599650.2517561913 104311548.8969269544
370597880.5947250128 104317835.9567430168
370596110.8310366273 104324122.9865366369
370594340.9606915712 104330409.9863060117
370592570.9836902618 104336696.9560493529
370590800.9000333548 104342983.8957648426
370589030.7097212672 104349270.8054506481
370587260.4127545357 104355557.6851049960
370585490.0091336370 104361844.5347260386
370583719.4988591075 104368131.3543119878
370581948.8819314241 104374418.1438610405
370580178.1583511829 104380704.9033713788
370578407.3281188011 104386991.6328412145
370576636.3912348151 104393278.3322687000
370574865.3476997614 104399565.0016520470
370573094.1975141168 104405851.6409894526
370571322.9406784773 104412138.2502790987
370569551.5771932006 104418424.8295191824
370567780.1070588827 104424711.3787078857
370566008.5302760601 104430997.8978433758
370564236.8468451500 104437284.3869238943
370562465.0567668080 104443570.8459476084
370560693.1600413918 104449857.2749127001
370558921.1566695571 104456143.6738173664
370557149.0466516614 104462430.0426598191
370555376.8299883008 104468716.3814382106
370553604.5066799521 104475002.6901507527
370551832.0767271519 104481288.9687956274
370550059.5401304364 104487575.2173710465
370548286.8968902826 104493861.4358751923
370546514.1470072269 104500147.6243062168
370544741.2904816866 104506433.7826623768
370542968.3273142576 104512719.9109418243
370541195.2575054765 104519006.0091427118
370539422.0810557604 104525292.0772633106
370537648.7979656458 104531578.1153017879
370535875.4082357287 104537864.1232563257
370534101.9118664265 104544150.1011250913
370532328.3088583350 104550436.0489063114
370530554.5992118120 104556721.9665981531
370528780.7829275131 104563007.8541987985
370527006.8600059152 104569293.7117064893
370525232.8304474950 104575579.5391193628
370523458.6942527890 104581865.3364356458
370521684.4514222741 104588151.1036534905
370519910.1019564867 104594436.8407711238
370518135.6458559632 104600722.5477867275
370516361.0831212401 104607008.2246984839
370514586.4137526751 104613293.8715045750
370512811.6377509832 104619579.4882032275
370511036.7551165223 104625865.0747926086
370509261.7658498287 104632150.6312709004
370507486.6699514985 104638436.1576363146
370505711.4674218893 104644721.6538870335
370503936.1582617164 104651007.1200212389
370502160.7424713373 104657292.5560371131
370500385.2200512886 104663577.9619328678
370498609.5910021067 104669863.3377067000
370496833.8553242683 104676148.6833568066
370495058.0130183697 104682433.9988813549
370493282.0640848875 104688719.2842785418
370491506.0085241795 104695004.5395465642
370489729.8463369608 104701289.7646836042
370487953.5775237083 104707574.9596878588
370486177.2020848393 104713860.1245575100
370484400.7200209498 104720145.2592907846
370482624.1313324571 104726430.3638858348
370480847.4360200167 104732715.4383408576
370479070.6340839863 104739000.4826540649
370477293.7255249619 104745285.4968236089
370475516.7103434801 104751570.4808477312
370473739.5885399580 104757855.4347245693
370471962.3601150513 104764140.3584523648
370470185.0250691175 104770425.2520292848
370468407.5834027529 104776710.1154535115
370466630.0351164341 104782994.9487232715
370464852.3802106977 104789279.7518367022
370463074.6186860204 104795564.5247920305
370461296.7505429983 104801849.2675874531
370459518.7757820487 104808133.9802211523
370457740.6944037080 104814418.6626912802
370455962.5064085722 104820703.3149961084
370454184.2117969990 104826987.9371337444
370452405.8105695844 104833272.5291024595
370450627.3027268648 104839557.0909003913
370448848.6882693172 104845841.6225257218
370447069.9671974778 104852126.1239767075
370445291.1395118237 104858410.5952514559
370443512.2052128911 104864695.0363482386
370441733.1643011570 104870979.4472651780
370439954.0167771578 104877263.8280005008
370438174.7626414299 104883548.1785524040
370436395.4018944502 104889832.4989190549
370434615.9345367551 104896116.7890986651
370432836.3605688810 104902401.0490894169
370431056.6799913049 104908685.2788895220
370429276.8928045034 104914969.4784971178
370427496.9990090132 104921253.6479104757
370425716.9986053705 104927537.7871277034
370423936.8915941119 104933821.8961470425
370422156.6779756546 104940105.9749666899
370420376.3577505946 104946390.0235847980
370418595.9309194684 104952674.0419996083
370416815.3974826932 104958958.0302092582
370415034.7574408650 104965241.9882119596
370413254.0107944012 104971525.9160059392
370411473.1575438976 104977809.8135893494
370409692.1976898313 104984093.6809603870
370407911.1312327385 104990377.5181172490
370406129.9581730962 104996661.3250581473
370404348.6785115004 105002945.1017812341
370402567.2922483683 105009228.8482847214
370400785.7993842363 105015512.5645668209
370399004.1999195814 105021796.2506256700
370397222.4938549995 105028079.9064594954
370395440.6811910272 105034363.5320665240
370393658.7619280219 105040647.1274448633
370391876.7360666990 105046930.6925927699
370390094.6036073565 105053214.2275084257
370388312.3645506501 105059497.7321899831
370386530.0188970566 105065781.2066356838
370384747.5666471720 105072064.6508437097
370382965.0078012943 105078348.0648122281
370381182.3423601389 105084631.4485394508
370379399.5703241229 105090914.8020235598
370377616.6916938424 105097198.1252627522
370375833.7064696550 105103481.4182552099
370374050.6146522164 105109764.6809991449
370372267.4162420630 105116047.9134927243
370370484.1112395525 105122331.1157341301
370368700.6996453404 105128614.2877216190
370366917.1814598441 105134897.4294533283
370365133.5566836596 105141180.5409274548
370363349.8253172040 105147463.6221421808
370361565.9873610735 105153746.6730957478
370359782.0428157449 105160029.6937862784
370357997.9916817546 105166312.6842120290
370356213.8339595795 105172595.6443711370
370354429.5696498156 105178878.5742618293
370352645.1987528801 105185161.4738822877
370350860.7212692499 105191444.3432307094
370349076.1371995807 105197727.1823052913
370347291.4465443492 105204009.9911041856
370345506.6493039727 105210292.7696256340
370343721.7454790473 105216575.5178678036
370341936.7350701094 105222858.2358288616
370340151.6180775762 105229140.9235070646
370338366.3945020437 105235423.5809005648
370336581.0643439889 105241706.2080075443
370334795.6276039481 105247988.8048262000
370333010.0842823982 105254271.3713547587
370331224.4343798757 105260553.9075913578
370329438.6778969169 105266836.4135341942
370327652.8148339987 105273118.8891815245
370325866.8451917171 105279401.3345314860
370324080.7689704299 105285683.7495822757
370322294.5861707926 105291966.1343321055
370320508.2967932820 105298248.4887791574
370318721.9008383751 105304530.8129216135
370316935.3983065486 105310813.1067576706
370315148.7891984582 105317095.3702855259
370313362.0735145211 105323377.6035033762
370311575.2512552142 105329659.8064093888
370309788.3224211335 105335941.9790017903
370308001.2870128155 105342224.1212787479
370306214.1450306773 105348506.2332384437
370304426.8964752555 105354788.3148791045
370302639.5413471460 105361070.3661989123
370300852.0796468258 105367352.3871960342
370299064.5113747120 105373634.3778686970
370297276.8365314007 105379916.3382150531
370295489.0551174879 105386198.2682333291
370293701.1671332717 105392480.1679216921
370291913.1725795269 105398762.0372783691
370290125.0714565516 105405043.8763015121
370288336.8637650013 105411325.6849893481
370286548.5495053530 105417607.4633400142
370284760.1286780238 105423889.2113517523
370282971.6012836695 105430170.9290227741
370281182.9673227072 105436452.6163512170
370279394.2267957330 105442734.2733352929
370277605.3797032237 105449015.8999732137
370275816.4260456562 105455297.4962631464
370274027.3658235669 105461579.0622033030
370272238.1990374923 105467860.5977918506
370270448.9256879091 105474142.1030270010
370268659.5457754135 105480423.5779069364
370266870.0593004227 105486705.0224298537
370265080.4662635326 105492986.4365939498
370263290.7666652203 105499267.8203974217
370261500.9605059624 105505549.1738384366
370259711.0477863550 105511830.4969152063
370257921.0285068750 105518111.7896259129
370256130.9026679397 105524393.0519687682
370254340.6702702641 105530674.2839419395
370252550.3313142061 105536955.4855436236
370250759.8858003616 105543236.6567720473
370248969.3337292075 105549517.7976253629
370247178.6751012802 105555798.9081017673
370245387.9099170566 105562079.9881994426
370243597.0381771326 105568361.0379166156
370241806.0598819256 105574642.0572514534
370240014.9750320315 105580923.0462021679
370238223.7836278677 105587204.0047669560
370236432.4856700897 105593484.9329439700
370234641.0811590552 105599765.8307314366
370232849.5700954199 105606046.6981275380
370231057.9524796009 105612327.5351304710
370229266.2283121943 105618608.3417384326
370227474.3975936174 105624889.1179495752
370225682.4603245258 105631169.8637621552
370223890.4165052772 105637450.5791743249
370222098.2661364675 105643731.2641842663
370220306.0092186332 105650011.9187902212
370218513.6457522511 105656292.5429903269
370216721.1757378578 105662573.1367827803
370214928.5991759300 105668853.7001658380
370213135.9160670638 105675134.2331376225
370211343.1264116764 105681414.7356963605
370209550.2302103639 105687695.2078402191
370207757.2274636030 105693975.6495674253
370205964.1181719303 105700256.0608761460
370204170.9023358226 105706536.4417645782
370202377.5799558759 105712816.7922309190
370200584.1510325074 105719097.1122733355
370198790.6155663133 105725377.4018900990
370196996.9735577703 105731657.6610793173
370195203.2250073552 105737937.8898392022
370193409.3699157238 105744218.0881679654
370191615.4082831740 105750498.2560637742
370189821.3401104212 105756778.3935248554
370188027.1653978825 105763058.5005494058
370186232.8841461539 105769338.5771355778
370184438.4963555932 105775618.6232815683
370182644.0020269156 105781898.6389855891
370180849.4011604786 105788178.6242458522
370179054.6937568784 105794458.5790605098
370177259.8798166513 105800738.5034277588
370175464.9593402147 105807018.3973458260
370173669.9323281646 105813298.2608128637
370171874.7987810373 105819578.0938270986
370170079.5586993098 105825857.8963866830
370168284.2120834589 105832137.6684898436
370166488.7589341402 105838417.4101347774
370164693.1992516518 105844697.1213196516
370162897.5330367088 105850976.8020426631
370161101.7602897286 105857256.4523020238
370159305.8810112476 105863536.0720959008
370157509.8952018023 105869815.6614225060
370155713.8028618693 105876095.2202800214
370153917.6039919853 105882374.7486666590
370152121.2985927463 105888654.2465805858
370150324.8866645694 105894933.7140200287
370148528.3682079315 105901213.1509831399
370146731.7432234287 105907492.5574681461
370144935.0117115974 105913771.9334731996
370143138.1736729741 105920051.2789965421
370141341.2291079164 105926330.5940363109
370139544.1780171394 105932609.8785907626
370137747.0204010606 105938889.1326580495
370135949.7562601566 105945168.3562363684
370134152.3855950236 105951447.5493239313
370132354.9084061384 105957726.7119188905
370130557.3246940374 105964005.8440194577
370128759.6344592571 105970284.9456238598
370126961.8377022147 105976564.0167302638
370125163.9344235659 105982843.0573368371
370123365.9246237278 105989122.0674418211
370121567.8083032370 105995401.0470433831
370119769.5854626894 106001679.9961397052
370117971.2561025023 106007958.9147289991
370116172.8202232718 106014237.8028094321
370114374.2778254151 106020516.6603792161
370112575.6289095283 106026795.4874365777
370110776.8734761477 106033074.2839796543
370108978.0115257502 106039353.0500066727
370107179.0430588126 106045631.7855158001
370105379.9680759311 106051910.4905052632
370103580.7865775824 106058189.1649732143
370101781.4985642433 106064467.8089178801
370099982.1040365696 106070746.4223374277
370098182.6029949784 106077025.0052300841
370096382.9954399467 106083303.5575940162
370094583.2813720107 106089582.0794274062
370092783.4607917666 106095860.5707284808
370090983.5336997509 106102139.0314954072
370089183.5000963807 106108417.4617263973
370087383.3599821925 106114695.8614196181
370085583.1133577228 106120974.2305732965
370083782.7602235079 106127252.5691855848
370081982.3005800247 106133530.8772547245
370080181.7344278097 106139809.1547788680
370078381.0617673993 106146087.4017562121
370076580.2825993299 106152365.6181849837
370074779.3969240785 106158643.8040633500
370072978.4047421813 106164921.9593894780
370071177.3060541153 106171200.0841616094
370069376.1008604169 106177478.1783779114
370067574.7891616821 106183756.2420366108
370065773.3709582686 106190034.2751358598
370063971.8462508917 106196312.2776738554
370062170.2150399089 106202590.2496488243
370060368.4773259759 106208868.1910589337
370058566.6331095099 106215146.1019023657
370056764.6823909879 106221423.9821773320
370054962.6251711249 106227701.8318820298
370053160.4614502192 106233979.6510146409
370051358.1912288666 106240257.4395733476
370049555.8145076632 106246535.1975563765
370047753.3312870264 106252812.9249618798
370045950.7415675521 106259090.6217880994
370044148.0453497171 106265368.2880332023
370042345.2426339984 106271645.9236953706
370040542.3334209919 106277923.5287728161
370038739.3177111745 106284201.1032636911
370036936.1955050826 106290478.6471662670
370035132.9668032527 106296756.1604786813
370033329.6316061020 106303033.6431991160
370031526.1899142861 106309311.0953257978
370029722.6417282820 106315588.5168569088
370027918.9870485663 106321865.9077906460
370026115.2258756757 106328143.2681251913
370024311.3582102060 106334420.5978587568
370022507.3840525150 106340697.8969895393
370020703.3034032583 106346975.1655156910
370018899.1162629128 106353252.4034354538
370017094.8226320148 106359529.6107469797
370015290.4225110412 106365806.7874485105
370013485.9159004688 106372083.9335381836
370011681.3028010130 106378361.0490142405
370009876.5832129717 106384638.1338748634
370008071.7571370006 106390915.1881182045
370006266.8245735765 106397192.2117425054
370004461.7855231762 106403469.2047459483
370002656.6399863362 106409746.1671267152
370000851.3879636526 106416023.0988830179
369999046.0294556618 106422300.0000130534
369997240.5644627213 106428576.8705149591
369995434.9929854274 106434853.7103870064
369993629.3150243759 106441130.5196273178
369991823.5305799842 106447407.2982341647
369990017.6396528482 106453684.0462056696
369988211.6422433853 106459960.7635400444
369986405.5383523107 106466237.4502354860
369984599.3279799223 106472514.1062902212
369982793.0111268163 106478790.7317024022
369980986.5877935886 106485067.3264702559
369979180.0579807162 106491343.8905919492
369977373.4216886163 106497620.4240656793
369975566.6789179444 106503896.9268896431
369973759.8296691775 106510173.3990620375
369971952.8739428520 106516449.8405810446
369970145.8117394447 106522726.2514448911
369968338.6430594921 106529002.6316517442
369966531.3679034710 106535278.9811997861
369964723.9862720370 106541555.3000872135
369962916.4981656075 106547831.5883122534
369961108.9035847187 106554107.8458730727
369959301.2025298476 106560384.0727678686
369957493.3950015903 106566660.2689948380
369955685.4810004234 106572936.4345521480
369953877.4605268836 106579212.5694380552
369952069.3335814476 106585488.6736506969
369950261.1001647115 106591764.7471882701
369948452.7602772117 106598040.7900490165
369946644.3139193654 106604316.8022310883
369944835.7610917091 106610592.7837326825
369943027.1017948389 106616868.7345519662
369941218.3360292315 106623144.6546871960
369939409.4637954235 106629420.5441365242
369937600.4850938916 106635696.4028981775
369935791.3999251723 106641972.2309702933
369933982.2082898617 106648248.0283511430
369932172.9101883769 106654523.7950388491
369930363.5056212544 106660799.5310316384
369928553.9945890903 106667075.2363277078
369926744.3770923615 106673350.9109252393
369924934.6531315446 106679626.5548224300
369923124.8227071762 106685902.1680174619
369921314.8858198524 106692177.7505085468
369919504.8424700499 106698453.3022938818
369917694.6926582456 106704728.8233716637
369915884.4363849759 106711004.3137400597
369914074.0736508369 106717279.7733972669
369912263.6044563055 106723555.2023415118
369910453.0288018584 106729830.6005709618
369908642.3466880322 106736105.9680838138
369906831.5581154227 106742381.3048782647
369905020.6630844474 106748656.6109525263
369903209.6615957022 106754931.8863047510
369901398.5536496639 106761207.1309331357
369899587.3392469287 106767482.3448359370
369897776.0183878541 106773757.5280112922
369895964.5910731554 106780032.6804574132
369894153.0573032498 106786307.8021724969
369892341.4170786142 106792582.8931547254
369890529.6703999043 106798857.9534022957
369888717.8172675371 106805132.9829134196
369886905.8576821089 106811407.9816862792
369885093.7916440368 106817682.9497190565
369883281.6191539168 106823957.8870099485
369881469.3402122855 106830232.7935571671
369879656.9548196197 106836507.6693588793
369877844.4629763961 106842782.5144133270
369876031.8646832705 106849057.3287186474
369874219.1599406600 106855332.1122730523
369872406.3487491608 106861606.8650747687
369870593.4311091900 106867881.5871219486
369868780.4070214033 106874156.2784128040
369866967.2764861584 106880430.9389455318
369865154.0395041704 106886705.5687183291
369863340.6960757375 106892980.1677293777
369861527.2462015748 106899254.7359768599
369859713.6898821592 106905529.2734590173
369857900.0271179676 106911803.7801739573
369856086.2579095364 106918078.2561199814
369854272.3822573423 106924352.7012952268
369852458.4001619816 106930627.1156979054
369850644.3116239905 106936901.4993261695
369848830.1166438460 106943175.8521782756
369847015.8152220249 106949450.1742523760
369845201.4073591828 106955724.4655466825
369843386.8930556774 106961998.7260593623
369841572.2723121643 106968272.9557886571
369839757.5451290607 106974547.1547327042
369837942.7115070224 106980821.3228897452
369836127.7714464068 106987095.4602579623
369834312.7249478698 106993369.5668355227
369832497.5720118880 106999643.6426206678
369830682.3126389980 107005917.6876115501
369828866.9468296766 107012191.7018063962
369827051.4745844603 107018465.6852033585
369825235.8959038854 107024739.6378006786
369823420.2107884884 107031013.5595965087
369821604.4192388058 107037287.4505890906
369819788.5212553144 107043561.3107765913
369817972.5168386102 107049835.1401571780
369816156.4059890509 107056108.9387290925
369814340.1887073517 107062382.7064905018
369812523.8649938703 107068656.4434396029
369810707.4348493218 107074930.1495746225
369808890.8982740641 107081203.8248937130
369807074.2552686930 107087477.4693950862
369805257.5058336854 107093751.0830769390
369803440.6499695778 107100024.6659374386
369801623.6876769662 107106298.2179748416
369799806.6189562678 107112571.7391872704
369797989.4438080788 107118845.2295729667
369796172.1622328758 107125118.6891300976
369794354.7742311954 107131392.1178568900
369792537.2798036337 107137665.5157515109
369790719.6789506078 107143938.8828121722
369788901.9716726542 107150212.2190370560
369787084.1579703093 107156485.5244243592
369785266.2378441691 107162758.7989722639
369783448.2112946510 107169032.0426789820
369781630.0783223510 107175305.2555427104
369779811.8389277458 107181578.4375616312
369777993.4931113720 107187851.5887339413
369776175.0408738256 107194124.7090578675
369774356.4822155237 107200397.7985315472
369772537.8171370029 107206670.8571532220
369770719.0456387997 107212943.8849210441
369768900.1677215099 107219216.8818332553
369767081.1833855510 107225489.8478880078
369765262.0926315784 107231762.7830835134
369763442.8954599500 107238035.6874180138
369761623.5918712616 107244308.5608896315
369759804.1818661094 107250581.4034965634
369757984.6654449105 107256854.2152370661
369756165.0426082015 107263126.9961092919
369754345.3133566380 107269399.7461114377
369752525.4776905179 107275672.4652416855
369750705.5356105566 107281945.1534982622
369748885.4871172309 107288217.8108793646
369747065.3322110176 107294490.4373831451
369745245.0708924532 107300763.0330078155
369743424.7031620741 107307035.5977516025
369741604.2290204167 107313308.1316126734
369739783.6484680176 107319580.6345891953
369737962.9615052938 107325853.1066794246
369736142.1681329012 107332125.5478815138
369734321.2683513761 107338397.9581936747
369732500.2621610761 107344670.3376141042
369730679.1495626569 107350942.6861409545
369728857.9305566549 107357215.0037724972
369727036.6051436067 107363487.2905068547
369725215.1733238697 107369759.5463422537
369723393.6350981593 107376031.7712769061
369721571.9904668927 107382303.9653089792
369719750.2394306660 107388576.1284366846
369717928.3819898963 107394848.2606582046
369716106.4181451797 107401120.3619717360
369714284.3478971124 107407392.4323754907
369712462.1712460518 107413664.4718676507
369710639.8881926537 107419936.4804463834
369708817.4987373948 107426208.4581099451
369706995.0028808117 107432480.4048564732
369705172.4006233811 107438752.3206841946
369703349.6919657588 107445024.2055912763
369701526.8769083023 107451296.0595759600
369699703.9554516673 107457567.8826363981
369697880.9275962710 107463839.6747708023
369696057.7933427095 107470111.4359773695
369694234.5526915193 107476383.1662542820
369692411.2056431770 107482654.8655997515
369690587.7521982193 107488926.5340119600
369688764.1923571825 107495198.1714891195
369686940.5261206031 107501469.7780293971
369685116.7534889579 107507741.3536310196
369683292.8744628429 107514012.8982921243
369681468.8890427351 107520284.4120109826
369679644.7972291112 107526555.8947857618
369677820.5990226269 107532827.3466146439
369675996.2944236994 107539098.7674958259
369674171.8834329247 107545370.1574275047
369672347.3660507798 107551641.5164078921
369670522.7422777414 107557912.8444351703
369668698.0121144652 107564184.1415075213
369666873.1755613685 107570455.4076231569
369665048.2326189876 107576726.6427802593
369663223.1832879186 107582997.8469770402
369661398.0275686383 107589269.0202116966
369659572.7654616237 107595540.1624823958
369657747.3969674706 107601811.2737873644
369655921.9220867753 107608082.3541247845
369654096.3408198953 107614353.4034928530
369652270.6531674266 107620624.4218897521
369650444.8591299057 107626895.4093136936
369648618.9587078691 107633166.3657628745
369646792.9519018531 107639437.2912354767
369644966.8387123346 107645708.1857296973
369643140.6191397905 107651979.0492437333
369641314.2931849360 107658249.8817757815
369639487.8608481288 107664520.6833240390
369637661.3221299648 107670791.4538867027
369635834.6770309210 107677062.1934619695
369634007.9255515933 107683332.9020480067
369632181.0676923990 107689603.5796430856
369630354.1034539342 107695874.2262453139
369628527.0328367352 107702144.8418529183
369626699.8558413386 107708415.4264640957
369624872.5724682808 107714685.9800770581
369623045.1827179790 107720956.5026899874
369621217.6865910292 107727226.9943010658
369619390.0840880275 107733497.4549085349
369617562.3752093315 107739767.8845105320
369615734.5599557161 107746038.2831052840
369613906.6383274198 107752308.6506909579
369612078.6103252172 107758578.9872657806
369610250.4759494662 107764849.2928279340
369608422.2352007031 107771119.5673756152
369606593.8880795836 107777389.8109070510
369604765.4345865250 107783660.0234203637
369602936.8747221231 107789930.2049138099
369601108.2084867954 107796200.3553856015
369599279.4358811975 107802470.4748338610
369597450.5569057465 107808740.5632568002
369595621.5715610385 107815010.6206526756
369593792.4798476100 107821280.6470196247
369591963.2817658782 107827550.6423558742
369590133.9773164988 107833820.6066596061
369588304.5664999485 107840090.5399290174
369586475.0493167043 107846360.4421623051
369584645.4257673621 107852630.3133576661
369582815.6958524585 107858900.1535132974
369580985.8595724702 107865169.9626273811
369579155.9169279337 107871439.7406981140
369577325.8679193854 107877709.4877237082
369575495.7125473619 107883979.2037023604
369573665.4508123398 107890248.8886322379
369571835.0827149749 107896518.5425115675
369570004.6082556248 107902788.1653385162
369568174.0274349451 107909057.7571113110
