 Position.x[m] Position.z[m]
384992590.1438016891 2388626.0416274108
384992589.5079692006 2388728.5212649265
384992588.8721094728 2388831.0009022723
384992588.2362225056 2388933.4805394490
384992587.6003082395 2389035.9601764567
384992586.9643666148 2389138.4398132954
384992586.3283978105 2389240.9194499645
384992585.6924016476 2389343.3990864637
384992585.0563783050 2389445.8787227944
384992584.4203276038 2389548.3583589559
384992583.7842496634 2389650.8379949476
384992583.1481443644 2389753.3176307702
384992582.5120118856 2389855.7972664232
384992581.8758520484 2389958.2769019073
384992581.2396649718 2390060.7565372214
384992580.6034506559 2390163.2361723664
384992579.9672090411 2390265.7158073429
384992579.3309401274 2390368.1954421489
384992578.6946439147 2390470.6750767864
384992578.0583204627 2390573.1547112539
384992577.4219697118 2390675.6343455524
384992576.7855917215 2390778.1139796814
384992576.1491863728 2390880.5936136404
384992575.5127537847 2390983.0732474313
384992574.8762939572 2391085.5528810518
384992574.2398068309 2391188.0325145028
384992573.6032924056 2391290.5121477847
384992572.9667506814 2391392.9917808976
384992572.3301817179 2391495.4714138401
384992571.6935855150 2391597.9510466135
384992571.0569619536 2391700.4306792184
384992570.4203110933 2391802.9103116528
384992569.7836330533 2391905.3899439177
384992569.1469276547 2392007.8695760132
384992568.5101950169 2392110.3492079396
384992567.8734351397 2392212.8288396965
384992567.2366479039 2392315.3084712834
384992566.5998334289 2392417.7881027013
384992565.9629916549 2392520.2677339497
384992565.3261226416 2392622.7473650281
384992564.6892262697 2392725.2269959375
384992564.0523027182 2392827.7066266770
384992563.4153518677 2392930.1862572469
384992562.7783736587 2393032.6658876473
384992562.1413682699 2393135.1455178782
384992561.5043355227 2393237.6251479397
384992560.8672755361 2393340.1047778316
384992560.2301882505 2393442.5844075535
384992559.5930737257 2393545.0640371065
384992558.9559319019 2393647.5436664894
384992558.3187627792 2393750.0232957029
384992557.6815664172 2393852.5029247468
384992557.0443427563 2393954.9825536213
384992556.4070917964 2394057.4621823253
384992555.7698135972 2394159.9418108603
384992555.1325080991 2394262.4214392258
384992554.4951753020 2394364.9010674218
384992553.8578152657 2394467.3806954478
384992553.2204279304 2394569.8603233038
384992552.5830132961 2394672.3399509909
384992551.9455714226 2394774.8195785079
384992551.3081022501 2394877.2992058545
384992550.6706057787 2394979.7788330326
384992550.0330820680 2395082.2584600407
384992549.3955311179 2395184.7380868788
384992548.7579528093 2395287.2177135474
384992548.1203472614 2395389.6973400465
384992547.4827144146 2395492.1769663752
384992546.8450542688 2395594.6565925344
384992546.2073668838 2395697.1362185241
384992545.5696521997 2395799.6158443443
384992544.9319102168 2395902.0954699945
384992544.2941409945 2396004.5750954747
384992543.6563444734 2396107.0547207855
384992543.0185207129 2396209.5343459263
384992542.3806696534 2396312.0139708971
384992541.7427912951 2396414.4935956979
384992541.1048856378 2396516.9732203297
384992540.4669527411 2396619.4528447911
384992539.8289925456 2396721.9324690830
384992539.1910051107 2396824.4120932054
384992538.5529903769 2396926.8917171573
384992537.9149483442 2397029.3713409398
384992537.2768790126 2397131.8509645523
384992536.6387824416 2397234.3305879952
384992536.0006586313 2397336.8102112678
384992535.3625074625 2397439.2898343708
384992534.7243290544 2397541.7694573035
384992534.0861233473 2397644.2490800670
384992533.4478904009 2397746.7287026602
384992532.8096301556 2397849.2083250834
384992532.1713426113 2397951.6879473375
384992531.5330277681 2398054.1675694208
384992530.8946856856 2398156.6471913345
384992530.2563163638 2398259.1268130783
384992529.6179196835 2398361.6064346521
384992528.9794957638 2398464.0860560560
384992528.3410446048 2398566.5656772899
384992527.7025660872 2398669.0452983542
384992527.0640603304 2398771.5249192477
384992526.4255273342 2398874.0045399722
384992525.7869669795 2398976.4841605262
384992525.1483794451 2399078.9637809107
384992524.5097644925 2399181.4434011243
384992523.8711223602 2399283.9230211684
384992523.2324529290 2399386.4026410431
384992522.5937562585 2399488.8822607473
384992521.9550322294 2399591.3618802810
384992521.3162809610 2399693.8414996448
384992520.6775024533 2399796.3211188391
384992520.0386966467 2399898.8007378634
384992519.3998634815 2400001.2803567173
384992518.7610031366 2400103.7599754012
384992518.1221154332 2400206.2395939152
384992517.4832005501 2400308.7192122592
384992516.8442583084 2400411.1988304327
384992516.2052888274 2400513.6784484368
384992515.5662920475 2400616.1580662699
384992514.9272680283 2400718.6376839336
384992514.2882167101 2400821.1173014268
384992513.6491380334 2400923.5969187506
384992513.0100321770 2401026.0765359034
384992512.3708990216 2401128.5561528862
384992511.7317385674 2401231.0357696991
384992511.0925508142 2401333.5153863421
384992510.4533358216 2401435.9950028146
384992509.8140935302 2401538.4746191171
384992509.1748239994 2401640.9542352497
384992508.5355271697 2401743.4338512113
384992507.8962030411 2401845.9134670030
384992507.2568516135 2401948.3930826252
384992506.6174729466 2402050.8726980765
384992505.9780669808 2402153.3523133579
384992505.3386338353 2402255.8319284692
384992504.6991732717 2402358.3115434102
384992504.0596854687 2402460.7911581811
384992503.4201704264 2402563.2707727812
384992502.7806280851 2402665.7503872113
384992502.1410584450 2402768.2300014719
384992501.5014615655 2402870.7096155616
384992500.8618373275 2402973.1892294809
384992500.2221859097 2403075.6688432302
384992499.5825071335 2403178.1484568096
384992498.9428011775 2403280.6280702185
384992498.3030678630 2403383.1076834565
384992497.6633073092 2403485.5872965250
384992497.0235193968 2403588.0669094226
384992496.3837043047 2403690.5465221503
384992495.7438618541 2403793.0261347070
384992495.1039921641 2403895.5057470943
384992494.4640952349 2403997.9853593106
384992493.8241710067 2404100.4649713570
384992493.1842194200 2404202.9445832334
384992492.5442406535 2404305.4241949385
384992491.9042345881 2404407.9038064736
384992491.2642012239 2404510.3834178387
384992490.6241405606 2404612.8630290334
384992489.9840526581 2404715.3426400572
384992489.3439373970 2404817.8222509110
384992488.7037949562 2404920.3018615944
384992488.0636252165 2405022.7814721074
384992487.4234281778 2405125.2610824495
384992486.7832038403 2405227.7406926216
384992486.1429522634 2405330.2203026237
384992485.5026734471 2405432.6999124545
384992484.8623672724 2405535.1795221153
384992484.2220337987 2405637.6591316056
384992483.5816731453 2405740.1387409256
384992482.9412851334 2405842.6183500751
384992482.3008698821 2405945.0979590542
384992481.6604273319 2406047.5775678628
384992481.0199575424 2406150.0571765006
384992480.3794603944 2406252.5367849683
384992479.7389360666 2406355.0163932652
384992479.0983843803 2406457.4960013921
384992478.4578054547 2406559.9756093477
384992477.8171992302 2406662.4552171333
384992477.1765657663 2406764.9348247480
384992476.5359049439 2406867.4144321927
384992475.8952169418 2406969.8940394665
384992475.2545016408 2407072.3736465699
384992474.6137589812 2407174.8532535029
384992473.9729890823 2407277.3328602649
384992473.3321919441 2407379.8124668566
384992472.6913675070 2407482.2920732778
384992472.0505157709 2407584.7716795285
384992471.4096367955 2407687.2512856084
384992470.7687305212 2407789.7308915178
384992470.1277969480 2407892.2104972564
384992469.4868361354 2407994.6901028245
384992468.8458479643 2408097.1697082222
384992468.2048326135 2408199.6493134489
384992467.5637899041 2408302.1289185053
384992466.9227200150 2408404.6085233907
384992466.2816227674 2408507.0881281057
384992465.6404982805 2408609.5677326499
384992464.9993464947 2408712.0473370240
384992464.3581674099 2408814.5269412268
384992463.7169610262 2408917.0065452592
384992463.0757274628 2409019.4861491206
384992462.4344665408 2409121.9657528116
384992461.7931783795 2409224.4453563318
384992461.1518629193 2409326.9249596810
384992460.5105201602 2409429.4045628603
384992459.8691501617 2409531.8841658682
384992459.2277528644 2409634.3637687052
384992458.5863282681 2409736.8433713722
384992457.9448764324 2409839.3229738683
384992457.3033972979 2409941.8025761931
384992456.6618909240 2410044.2821783475
384992456.0203571916 2410146.7617803314
384992455.3787962198 2410249.2413821444
384992454.7372080088 2410351.7209837860
384992454.0955924988 2410454.2005852577
384992453.4539496899 2410556.6801865580
384992452.8122795820 2410659.1597876875
384992452.1705822349 2410761.6393886465
384992451.5288575888 2410864.1189894346
384992450.8871057034 2410966.5985900518
384992450.2453265190 2411069.0781904981
384992449.6035200357 2411171.5577907735
384992448.9616862535 2411274.0373908789
384992448.3198252320 2411376.5169908125
384992447.6779369116 2411478.9965905757
384992447.0360213518 2411581.4761901679
384992446.3940784931 2411683.9557895889
384992445.7521083355 2411786.4353888393
384992445.1101109385 2411888.9149879189
384992444.4680861831 2411991.3945868276
384992443.8260341883 2412093.8741855654
384992443.1839549541 2412196.3537841323
384992442.5418484211 2412298.8333825278
384992441.8997145891 2412401.3129807529
384992441.2575535178 2412503.7925788066
384992440.6153651476 2412606.2721766899
384992439.9731494784 2412708.7517744023
384992439.3309065700 2412811.2313719434
384992438.6886363626 2412913.7109693135
384992438.0463388562 2413016.1905665128
384992437.4040141106 2413118.6701635416
384992436.7616620660 2413221.1497603985
384992436.1192827225 2413323.6293570851
384992435.4768761396 2413426.1089536007
384992434.8344422579 2413528.5885499446
384992434.1919810772 2413631.0681461180
384992433.5494926572 2413733.5477421205
384992432.9069769382 2413836.0273379521
384992432.2644339204 2413938.5069336118
384992431.6218636632 2414040.9865291012
384992430.9792661071 2414143.4661244196
384992430.3366412520 2414245.9457195667
384992429.6939891577 2414348.4253145424
384992429.0513097644 2414450.9049093476
384992428.4086030722 2414553.3845039816
384992427.7658691406 2414655.8640984446
384992427.1231079102 2414758.3436927358
384992426.4803194404 2414860.8232868565
384992425.8375036716 2414963.3028808064
384992425.1946606040 2415065.7824745844
384992424.5517902374 2415168.2620681920
384992423.9088926315 2415270.7416616282
384992423.2659677267 2415373.2212548931
384992422.6230155230 2415475.7008479871
384992421.9800360799 2415578.1804409097
384992421.3370293379 2415680.6600336614
384992420.6939953566 2415783.1396262418
384992420.0509340763 2415885.6192186507
384992419.4078454971 2415988.0988108893
384992418.7647296190 2416090.5784029560
384992418.1215865016 2416193.0579948518
384992417.4784160852 2416295.5375865763
384992416.8352184296 2416398.0171781294
384992416.1919934750 2416500.4967695121
384992415.5487412214 2416602.9763607224
384992414.9054616690 2416705.4559517619
384992414.2621548772 2416807.9355426310
384992413.6188208461 2416910.4151333277
384992412.9754594564 2417012.8947238536
384992412.3320708871 2417115.3743142085
384992411.6886549592 2417217.8539043916
384992411.0452117324 2417320.3334944034
384992410.4017412663 2417422.8130842443
384992409.7582435608 2417525.2926739142
384992409.1147184968 2417627.7722634124
384992408.4711661935 2417730.2518527396
384992407.8275865912 2417832.7314418955
384992407.1839797497 2417935.2110308795
384992406.5403456092 2418037.6906196922
384992405.8966841698 2418140.1702083340
384992405.2529954910 2418242.6497968049
384992404.6092795134 2418345.1293851035
384992403.9655362964 2418447.6089732307
384992403.3217657208 2418550.0885611875
384992402.6779679060 2418652.5681489725
384992402.0341428518 2418755.0477365861
384992401.3902904391 2418857.5273240278
384992400.7464107871 2418960.0069112992
384992400.1025038362 2419062.4864983982
384992399.4585697055 2419164.9660853264
384992398.8146081567 2419267.4456720822
384992398.1706194282 2419369.9252586681
384992397.5266034007 2419472.4048450817
384992396.8825600147 2419574.8844313240
384992396.2384894490 2419677.3640173948
384992395.5943915844 2419779.8436032943
384992394.9502664208 2419882.3231890220
384992394.3061139584 2419984.8027745783
384992393.6619342566 2420087.2823599642
384992393.0177272558 2420189.7619451773
384992392.3734929562 2420292.2415302196
384992391.7292314768 2420394.7211150900
384992391.0849425793 2420497.2006997890
384992390.4406265020 2420599.6802843167
384992389.7962831259 2420702.1598686725
384992389.1519124508 2420804.6394528574
384992388.5075145364 2420907.1190368705
384992387.8630892634 2421009.5986207118
384992387.2186368108 2421112.0782043817
384992386.5741569996 2421214.5577878803
384992385.9296499491 2421317.0373712070
384992385.2851155996 2421419.5169543624
384992384.6405540109 2421521.9965373459
384992383.9959651232 2421624.4761201581
384992383.3513489366 2421726.9557027989
384992382.7067055106 2421829.4352852674
384992382.0620347857 2421931.9148675650
384992381.4173367620 2422034.3944496908
384992380.7726114392 2422136.8740316448
384992380.1278589368 2422239.3536134274
384992379.4830790758 2422341.8331950386
384992378.8382719159 2422444.3127764775
384992378.1934375167 2422546.7923577451
384992377.5485758185 2422649.2719388413
384992376.9036868811 2422751.7515197657
384992376.2587706447 2422854.2311005183
384992375.6138271689 2422956.7106810990
384992374.9688563347 2423059.1902615083
384992374.3238582611 2423161.6698417459
384992373.6788329482 2423264.1494218120
384992373.0337802768 2423366.6290017064
384992372.3887003660 2423469.1085814289
384992371.7435932159 2423571.5881609796
384992371.0984587669 2423674.0677403584
384992370.4532969594 2423776.5473195664
384992369.8081079721 2423879.0268986016
384992369.1628916264 2423981.5064774654
384992368.5176480412 2424083.9860561579
384992367.8723772168 2424186.4656346780
384992367.2270790935 2424288.9452130264
384992366.5817536712 2424391.4247912033
384992365.9364009500 2424493.9043692085
384992365.2910209894 2424596.3839470418
384992364.6456137300 2424698.8635247028
384992364.0001792312 2424801.3431021925
384992363.3547174335 2424903.8226795103
384992362.7092282772 2425006.3022566563
384992362.0637119412 2425108.7818336310
384992361.4181683064 2425211.2614104333
384992360.7725973725 2425313.7409870634
384992360.1269991398 2425416.2205635225
384992359.4813737273 2425518.7001398089
384992358.8357209563 2425621.1797159244
384992358.1900408864 2425723.6592918676
384992357.5443335772 2425826.1388676385
384992356.8985989690 2425928.6184432381
384992356.2528371215 2426031.0980186653
384992355.6070479751 2426133.5775939208
384992354.9612315297 2426236.0571690048
384992354.3153878450 2426338.5367439166
384992353.6695168614 2426441.0163186560
384992353.0236185789 2426543.4958932237
384992352.3776930571 2426645.9754676200
384992351.7317401767 2426748.4550418444
384992351.0857601166 2426850.9346158961
384992350.4397526979 2426953.4141897764
384992349.7937180400 2427055.8937634849
384992349.1476561427 2427158.3733370206
384992348.5015668869 2427260.8529103850
384992347.8554503918 2427363.3324835771
384992347.2093065977 2427465.8120565973
384992346.5631355643 2427568.2916294457
384992345.9169372320 2427670.7712021219
384992345.2707116008 2427773.2507746262
384992344.6244587302 2427875.7303469582
384992343.9781785607 2427978.2099191188
384992343.3318711519 2428080.6894911067
384992342.6855363846 2428183.1690629232
384992342.0391743779 2428285.6486345669
384992341.3927851319 2428388.1282060388
384992340.7463685274 2428490.6077773389
384992340.0999246836 2428593.0873484667
384992339.4534536004 2428695.5669194222
384992338.8069551587 2428798.0464902064
384992338.1604294777 2428900.5260608178
384992337.5138765574 2429003.0056312573
384992336.8672963381 2429105.4852015246
384992336.2206888199 2429207.9647716200
384992335.5740540028 2429310.4443415436
384992334.9273919463 2429412.9239112944
384992334.2807025909 2429515.4034808730
384992333.6339859962 2429617.8830502802
384992332.9872421026 2429720.3626195146
384992332.3404709101 2429822.8421885772
384992331.6936724186 2429925.3217574670
384992331.0468466878 2430027.8013261855
384992330.3999936581 2430130.2808947316
384992329.7531133890 2430232.7604631050
384992329.1062057614 2430335.2400313066
384992328.4592708945 2430437.7195993364
384992327.8123087883 2430540.1991671934
384992327.1653193831 2430642.6787348781
384992326.5183026791 2430745.1583023909
384992325.8712587357 2430847.6378697315
384992325.2241874933 2430950.1174368998
384992324.5770889521 2431052.5970038958
384992323.9299631119 2431155.0765707195
384992323.2828100920 2431257.5561373709
384992322.6356296539 2431360.0357038504
384992321.9884220362 2431462.5152701573
384992321.3411871195 2431564.9948362918
384992320.6939249635 2431667.4744022540
384992320.0466354489 2431769.9539680444
384992319.3993186951 2431872.4335336620
384992318.7519746423 2431974.9130991073
384992318.1046033502 2432077.3926643808
384992317.4572047591 2432179.8722294816
384992316.8097788692 2432282.3517944100
384992316.1623257399 2432384.8313591662
384992315.5148453116 2432487.3109237500
384992314.8673376441 2432589.7904881616
384992314.2198026180 2432692.2700524009
384992313.5722403526 2432794.7496164669
384992312.9246507883 2432897.2291803616
384992312.2770339847 2432999.7087440840
384992311.6293898821 2433102.1883076332
384992310.9817185402 2433204.6678710100
384992310.3340198398 2433307.1474342155
384992309.6862939000 2433409.6269972478
384992309.0385407209 2433512.1065601073
384992308.3907601833 2433614.5861227950
384992307.7429524064 2433717.0656853104
384992307.0951173902 2433819.5452476526
384992306.4472550750 2433922.0248098224
384992305.7993654013 2434024.5043718205
384992305.1514485478 2434126.9839336458
384992304.5035043955 2434229.4634952988
384992303.8555329442 2434331.9430567790
384992303.2075342536 2434434.4226180869
384992302.5595082045 2434536.9021792226
384992301.9114549756 2434639.3817401850
384992301.2633743882 2434741.8613009751
384992300.6152665615 2434844.3408615934
384992299.9671314359 2434946.8204220384
384992299.3189690113 2435049.2999823112
384992298.6707794070 2435151.7795424117
384992298.0225624442 2435254.2591023394
384992297.3743181825 2435356.7386620943
384992296.7260466814 2435459.2182216770
384992296.0777478814 2435561.6977810869
384992295.4294218421 2435664.1773403245
384992294.7810685039 2435766.6568993893
384992294.1326878667 2435869.1364582814
384992293.4842799902 2435971.6160170017
384992292.8358448148 2436074.0955755487
384992292.1873823404 2436176.5751339230
384992291.5388926268 2436279.0546921249
384992290.8903756142 2436381.5342501542
384992290.2418313026 2436484.0138080106
384992289.5932596922 2436586.4933656948
384992288.9446608424 2436688.9729232062
384992288.2960346937 2436791.4524805448
384992287.6473813057 2436893.9320377107
384992286.9987006187 2436996.4115947047
384992286.3499926329 2437098.8911515251
384992285.7012574077 2437201.3707081731
384992285.0524948835 2437303.8502646480
384992284.4037050605 2437406.3298209510
384992283.7548879981 2437508.8093770808
384992283.1060436368 2437611.2889330382
384992282.4571720362 2437713.7684888230
384992281.8082730770 2437816.2480444345
384992281.1593468785 2437918.7275998732
384992280.5103934407 2438021.2071551397
384992279.8614126444 2438123.6867102333
384992279.2124046683 2438226.1662651538
384992278.5633693337 2438328.6458199020
384992277.9143067598 2438431.1253744774
384992277.2652168870 2438533.6049288800
384992276.6160997748 2438636.0844831094
384992275.9669553041 2438738.5640371665
384992275.3177835941 2438841.0435910509
384992274.6685846448 2438943.5231447625
384992274.0193583369 2439046.0026983004
384992273.3701048493 2439148.4822516665
384992272.7208240032 2439250.9618048593
384992272.0715159178 2439353.4413578794
384992271.4221805334 2439455.9209107263
384992270.7728179097 2439558.4004634009
384992270.1234279871 2439660.8800159022
384992269.4740107656 2439763.3595682308
384992268.8245662451 2439865.8391203866
384992268.1750944853 2439968.3186723697
384992267.5255954266 2440070.7982241795
384992266.8760691285 2440173.2777758166
384992266.2265155315 2440275.7573272809
384992265.5769346356 2440378.2368785725
384992264.9273265004 2440480.7164296908
384992264.2776910663 2440583.1959806359
384992263.6280283332 2440685.6755314087
384992262.9783383012 2440788.1550820083
384992262.3286210895 2440890.6346324352
384992261.6788765192 2440993.1141826888
384992261.0291046500 2441095.5937327696
384992260.3793055415 2441198.0732826772
384992259.7294791341 2441300.5528324121
384992259.0796254873 2441403.0323819742
384992258.4297445416 2441505.5119313630
384992257.7798363566 2441607.9914805787
384992257.1299008131 2441710.4710296215
384992256.4799380302 2441812.9505784917
384992255.8299480081 2441915.4301271886
384992255.1799306273 2442017.9096757122
384992254.5298860073 2442120.3892240631
384992253.8798141479 2442222.8687722408
384992253.2297149301 2442325.3483202457
384992252.5795884728 2442427.8278680774
384992251.9294347763 2442530.3074157359
384992251.2792537212 2442632.7869632216
384992250.6290454268 2442735.2665105336
384992249.9788098335 2442837.7460576734
384992249.3285470009 2442940.2256046399
384992248.6782569289 2443042.7051514331
384992248.0279394984 2443145.1846980532
384992247.3775948286 2443247.6642445000
384992246.7272228599 2443350.1437907740
384992246.0768236518 2443452.6233368744
384992245.4263970852 2443555.1028828020
384992244.7759433389 2443657.5824285569
384992244.1254622340 2443760.0619741380
384992243.4749538898 2443862.5415195464
384992242.8244182467 2443965.0210647811
384992242.1738553643 2444067.5006098435
384992241.5232651234 2444169.9801547322
384992240.8726476431 2444272.4596994473
384992240.2220029235 2444374.9392439900
384992239.5713308454 2444477.4187883590
384992238.9206315875 2444579.8983325548
384992238.2699050307 2444682.3778765774
384992237.6191511154 2444784.8574204273
384992236.9683699608 2444887.3369641034
384992236.3175615668 2444989.8165076063
384992235.6667258739 2445092.2960509364
384992235.0158628821 2445194.7755940929
384992234.3649726510 2445297.2551370761
384992233.7140551209 2445399.7346798861
384992233.0631102920 2445502.2142225229
384992232.4121382236 2445604.6937649865
384992231.7611388564 2445707.1733072763
384992231.1101121902 2445809.6528493934
384992230.4590582252 2445912.1323913373
384992229.8079770207 2446014.6119331075
384992229.1568685770 2446117.0914747044
384992228.5057327747 2446219.5710161286
384992227.8545697331 2446322.0505573787
384992227.2033794522 2446424.5300984555
384992226.5521618724 2446527.0096393591
384992225.9009169936 2446629.4891800899
384992225.2496447563 2446731.9687206466
384992224.5983453989 2446834.4482610300
384992223.9470186234 2446936.9278012407
384992223.2956646681 2447039.4073412777
384992222.6442833543 2447141.8868811410
384992221.9928748608 2447244.3664208306
384992221.3414390087 2447346.8459603474
384992220.6899759173 2447449.3254996911
384992220.0384855270 2447551.8050388605
384992219.3869678378 2447654.2845778568
384992218.7354229093 2447756.7641166802
384992218.0838507414 2447859.2436553300
384992217.4322512150 2447961.7231938057
384992216.7806243896 2448064.2027321090
384992216.1289703250 2448166.6822702377
384992215.4772890210 2448269.1618081937
384992214.8255804181 2448371.6413459759
384992214.1738445163 2448474.1208835850
384992213.5220813155 2448576.6004210203
384992212.8702908754 2448679.0799582819
384992212.2184731364 2448781.5594953704
384992211.5666281581 2448884.0390322851
384992210.9147558808 2448986.5185690266
384992210.2628563046 2449088.9981055944
384992209.6109294891 2449191.4776419885
384992208.9589753747 2449293.9571782094
384992208.3069939017 2449396.4367142562
384992207.6549852490 2449498.9162501302
384992207.0029492974 2449601.3957858304
384992206.3508860469 2449703.8753213566
384992205.6987955570 2449806.3548567095
384992205.0466777682 2449908.8343918892
384992204.3945326805 2450011.3139268947
384992203.7423603535 2450113.7934617265
384992203.0901606679 2450216.2729963851
384992202.4379338026 2450318.7525308705
384992201.7856796384 2450421.2320651817
384992201.1333981752 2450523.7115993192
384992200.4810894132 2450626.1911332835
384992199.8287533522 2450728.6706670737
384992199.1763900518 2450831.1502006906
384992198.5239995122 2450933.6297341334
384992197.8715816736 2451036.1092674034
384992197.2191364765 2451138.5888004992
384992196.5666640401 2451241.0683334209
384992195.9141643643 2451343.5478661698
384992195.2616373897 2451446.0273987446
384992194.6090831757 2451548.5069311452
384992193.9565016031 2451650.9864633731
384992193.3038928509 2451753.4659954268
384992192.6512567401 2451855.9455273068
384992191.9985933900 2451958.4250590126
384992191.3459026814 2452060.9045905452
384992190.6931847930 2452163.3841219041
384992190.0404396057 2452265.8636530889
384992189.3876671195 2452368.3431841000
384992188.7348673344 2452470.8227149374
384992188.0820403099 2452573.3022456011
384992187.4291860461 2452675.7817760911
384992186.7763044238 2452778.2613064069
384992186.1233955026 2452880.7408365496
384992185.4704594016 2452983.2203665180
384992184.8174959421 2453085.6998963128
384992184.1645052433 2453188.1794259343
384992183.5114872456 2453290.6589553808
384992182.8584419489 2453393.1384846540
384992182.2053694129 2453495.6180137536
384992181.5522696376 2453598.0975426794
384992180.8991425037 2453700.5770714311
384992180.2459881306 2453803.0566000091
384992179.5928065181 2453905.5361284125
384992178.9395975471 2454008.0156566431
384992178.2863613367 2454110.4951846991
384992177.6330978274 2454212.9747125814
384992176.9798070788 2454315.4542402904
384992176.3264889717 2454417.9337678249
384992175.6731436849 2454520.4132951852
384992175.0197710395 2454622.8928223723
384992174.3663711548 2454725.3723493852
384992173.7129439712 2454827.8518762239
384992173.0594895482 2454930.3314028890
384992172.4060078263 2455032.8109293804
384992171.7524988651 2455135.2904556971
384992171.0989625454 2455237.7699818406
384992170.4453989863 2455340.2495078095
384992169.7918081880 2455442.7290336047
384992169.1381900311 2455545.2085592258
384992168.4845446348 2455647.6880846731
384992167.8308719993 2455750.1676099459
384992167.1771720052 2455852.6471350458
384992166.5234447718 2455955.1266599707
384992165.8696902990 2456057.6061847219
384992165.2159084678 2456160.0857092990
384992164.5620993972 2456262.5652337023
384992163.9082630277 2456365.0447579315
384992163.2543994188 2456467.5242819865
384992162.6005085111 2456570.0038058674
384992161.9465903640 2456672.4833295746
384992161.2926449180 2456774.9628531071
384992160.6386721730 2456877.4423764660
384992159.9846721292 2456979.9218996512
384992159.3306448460 2457082.4014226613
384992158.6765902638 2457184.8809454977
384992158.0225084424 2457287.3604681604
384992157.3683992624 2457389.8399906489
384992156.7142628431 2457492.3195129628
384992156.0600991845 2457594.7990351026
384992155.4059081674 2457697.2785570691
384992154.7516899705 2457799.7580788611
384992154.0974444151 2457902.2376004783
384992153.4431716204 2458004.7171219219
384992152.7888715267 2458107.1966431914
384992152.1345441937 2458209.6761642867
384992151.4801895022 2458312.1556852073
384992150.8258076310 2458414.6352059543
384992150.1713984609 2458517.1147265271
384992149.5169619322 2458619.5942469253
384992148.8624981642 2458722.0737671498
384992148.2080071568 2458824.5532871997
384992147.5534888506 2458927.0328070754
384992146.8989432454 2459029.5123267765
384992146.2443704009 2459131.9918463044
384992145.5897702575 2459234.4713656572
384992144.9351428151 2459336.9508848358
384992144.2804881334 2459439.4304038407
384992143.6258060932 2459541.9099226710
384992142.9710968733 2459644.3894413272
384992142.3163602948 2459746.8689598087
384992141.6615964770 2459849.3484781166
384992141.0068054199 2459951.8279962493
384992140.3519870043 2460054.3075142084
384992139.6971414089 2460156.7870319928
384992139.0422684550 2460259.2665496031
384992138.3873682022 2460361.7460670392
384992137.7324407101 2460464.2255843007
384992137.0774859786 2460566.7051013880
384992136.4225038886 2460669.1846183012
384992135.7674946189 2460771.6641350393
384992135.1124579906 2460874.1436516037
384992134.4573941231 2460976.6231679935
384992133.8023029566 2461079.1026842091
384992133.1471844912 2461181.5822002501
384992132.4920387864 2461284.0617161170
384992131.8368657827 2461386.5412318092
384992131.1816654801 2461489.0207473272
384992130.5264379382 2461591.5002626707
384992129.8711830974 2461693.9797778400
384992129.2159010172 2461796.4592928346
384992128.5605916381 2461898.9388076547
384992127.9052549601 2462001.4183223005
384992127.2498909831 2462103.8978367718
384992126.5944997668 2462206.3773510689
384992125.9390812516 2462308.8568651914
384992125.2836354375 2462411.3363791392
384992124.6281623840 2462513.8158929129
384992123.9726620317 2462616.2954065120
384992123.3171344399 2462718.7749199364
384992122.6615795493 2462821.2544331867
384992122.0059973598 2462923.7339462619
384992121.3503879309 2463026.2134591630
384992120.6947512031 2463128.6929718894
384992120.0390871763 2463231.1724844417
384992119.3833958507 2463333.6519968188
384992118.7276772857 2463436.1315090219
384992118.0719314218 2463538.6110210503
384992117.4161583185 2463641.0905329040
384992116.7603579164 2463743.5700445832
384992116.1045302749 2463846.0495560882
384992115.4486752748 2463948.5290674181
384992114.7927930355 2464051.0085785738
384992114.1368834972 2464153.4880895545
384992113.4809467196 2464255.9676003610
384992112.8249826431 2464358.4471109924
384992112.1689912677 2464460.9266214496
384992111.5129726529 2464563.4061317323
384992110.8569267392 2464665.8856418403
384992110.2008535266 2464768.3651517732
384992109.5447530150 2464870.8446615320
384992108.8886253238 2464973.3241711161
384992108.2324702740 2465075.8036805252
384992107.5762879848 2465178.2831897601
384992106.9200783372 2465280.7626988199
384992106.2638415098 2465383.2422077055
384992105.6075773835 2465485.7217164156
384992104.9512859583 2465588.2012249515
384992104.2949672341 2465690.6807333129
384992103.6386212707 2465793.1602414995
384992102.9822480083 2465895.6397495111
384992102.3258475065 2465998.1192573481
384992101.6694196463 2466100.5987650109
384992101.0129645467 2466203.0782724982
384992100.3564822078 2466305.5577798113
384992099.6999725103 2466408.0372869493
384992099.0434356332 2466510.5167939127
384992098.3868713975 2466612.9963007011
384992097.7302799225 2466715.4758073152
384992097.0736611485 2466817.9553137543
384992096.4170151353 2466920.4348200182
384992095.7603417635 2467022.9143261076
384992095.1036412120 2467125.3938320223
384992094.4469133019 2467227.8733377624
384992093.7901581526 2467330.3528433274
384992093.1333757043 2467432.8323487174
384992092.4765660167 2467535.3118539327
384992091.8197289705 2467637.7913589734
384992091.1628647447 2467740.2708638390
384992090.5059732199 2467842.7503685299
384992089.8490543365 2467945.2298730463
384992089.1921082735 2468047.7093773871
