Time[s] Mass[kg] Fuel[kg] FuelUsage[kg/s] Posx(t)[m] Posy(t)[m] Posz(t)[m] Velx(t)[m/s] Vely(t)[m/s] Velz(t)[m/s] EngineFx[N] EngineFy[N] EngineFz[N] NetFx[N] NetFy[N] NetFz[N] EKinx[J] EKiny[J] EKinz[J] EPotx[J] EPoty[J] EPotz[J] Method
189 10000 0 0 8352332.431 0 0 9783.711661 0 0 0 0 0 -57257.39409 0 0 48918558.31 0 0 -4.776724358e+11 0 0 3
190 10000 0 0 8362113.286 0 0 9777.999332 0 0 0 0 0 -57123.29371 0 0 48889996.66 0 0 -4.771127386e+11 0 0 3
191 10000 0 0 8371888.436 0 0 9772.300358 0 0 0 0 0 -56989.74184 0 0 48861501.79 0 0 -4.765546774e+11 0 0 3
192 10000 0 0 8381657.894 0 0 9766.614684 0 0 0 0 0 -56856.73528 0 0 48833073.42 0 0 -4.759982446e+11 0 0 3
193 10000 0 0 8391421.672 0 0 9760.942257 0 0 0 0 0 -56724.27086 0 0 48804711.28 0 0 -4.754434326e+11 0 0 3
194 10000 0 0 8401179.785 0 0 9755.283022 0 0 0 0 0 -56592.34542 0 0 48776415.11 0 0 -4.748902338e+11 0 0 3
195 10000 0 0 8410932.245 0 0 9749.636927 0 0 0 0 0 -56460.95583 0 0 48748184.63 0 0 -4.743386408e+11 0 0 3
196 10000 0 0 8420679.065 0 0 9744.003917 0 0 0 0 0 -56330.099 0 0 48720019.58 0 0 -4.73788646e+11 0 0 3
197 10000 0 0 8430420.259 0 0 9738.38394 0 0 0 0 0 -56199.77183 0 0 48691919.7 0 0 -4.732402421e+11 0 0 3
198 10000 0 0 8440155.839 0 0 9732.776943 0 0 0 0 0 -56069.97128 0 0 48663884.71 0 0 -4.726934218e+11 0 0 3
199 10000 0 0 8449885.819 0 0 9727.182873 0 0 0 0 0 -55940.69431 0 0 48635914.37 0 0 -4.721481778e+11 0 0 3
200 10000 0 0 8459610.212 0 0 9721.601679 0 0 0 0 0 -55811.93791 0 0 48608008.4 0 0 -4.716045027e+11 0 0 3
201 10000 0 0 8469329.029 0 0 9716.03331 0 0 0 0 0 -55683.69909 0 0 48580166.55 0 0 -4.710623894e+11 0 0 3
202 10000 0 0 8479042.285 0 0 9710.477712 0 0 0 0 0 -55555.97487 0 0 48552388.56 0 0 -4.705218307e+11 0 0 3
203 10000 0 0 8488749.991 0 0 9704.934836 0 0 0 0 0 -55428.76232 0 0 48524674.18 0 0 -4.699828195e+11 0 0 3
204 10000 0 0 8498452.161 0 0 9699.40463 0 0 0 0 0 -55302.05852 0 0 48497023.15 0 0 -4.694453487e+11 0 0 3
205 10000 0 0 8508148.806 0 0 9693.887044 0 0 0 0 0 -55175.86055 0 0 48469435.22 0 0 -4.689094113e+11 0 0 3
206 10000 0 0 8517839.941 0 0 9688.382027 0 0 0 0 0 -55050.16555 0 0 48441910.14 0 0 -4.683750003e+11 0 0 3
207 10000 0 0 8527525.577 0 0 9682.88953 0 0 0 0 0 -54924.97065 0 0 48414447.65 0 0 -4.678421087e+11 0 0 3
208 10000 0 0 8537205.726 0 0 9677.409503 0 0 0 0 0 -54800.27301 0 0 48387047.51 0 0 -4.673107297e+11 0 0 3
209 10000 0 0 8546880.402 0 0 9671.941896 0 0 0 0 0 -54676.06982 0 0 48359709.48 0 0 -4.667808564e+11 0 0 3
210 10000 0 0 8556549.616 0 0 9666.48666 0 0 0 0 0 -54552.35828 0 0 48332433.3 0 0 -4.662524819e+11 0 0 3
211 10000 0 0 8566213.382 0 0 9661.043747 0 0 0 0 0 -54429.13562 0 0 48305218.73 0 0 -4.657255995e+11 0 0 3
212 10000 0 0 8575871.71 0 0 9655.613107 0 0 0 0 0 -54306.39908 0 0 48278065.53 0 0 -4.652002025e+11 0 0 3
213 10000 0 0 8585524.614 0 0 9650.194692 0 0 0 0 0 -54184.14593 0 0 48250973.46 0 0 -4.646762842e+11 0 0 3
214 10000 0 0 8595172.105 0 0 9644.788455 0 0 0 0 0 -54062.37344 0 0 48223942.27 0 0 -4.641538379e+11 0 0 3
215 10000 0 0 8604814.197 0 0 9639.394347 0 0 0 0 0 -53941.07894 0 0 48196971.73 0 0 -4.63632857e+11 0 0 3
216 10000 0 0 8614450.9 0 0 9634.012321 0 0 0 0 0 -53820.25973 0 0 48170061.6 0 0 -4.63113335e+11 0 0 3
217 10000 0 0 8624082.227 0 0 9628.64233 0 0 0 0 0 -53699.91317 0 0 48143211.65 0 0 -4.625952653e+11 0 0 3
218 10000 0 0 8633708.191 0 0 9623.284326 0 0 0 0 0 -53580.03661 0 0 48116421.63 0 0 -4.620786415e+11 0 0 3
219 10000 0 0 8643328.802 0 0 9617.938263 0 0 0 0 0 -53460.62745 0 0 48089691.32 0 0 -4.615634571e+11 0 0 3
220 10000 0 0 8652944.073 0 0 9612.604095 0 0 0 0 0 -53341.68307 0 0 48063020.47 0 0 -4.610497056e+11 0 0 3
221 10000 0 0 8662554.016 0 0 9607.281775 0 0 0 0 0 -53223.2009 0 0 48036408.87 0 0 -4.605373808e+11 0 0 3
222 10000 0 0 8672158.643 0 0 9601.971257 0 0 0 0 0 -53105.17838 0 0 48009856.28 0 0 -4.600264763e+11 0 0 3
223 10000 0 0 8681757.965 0 0 9596.672496 0 0 0 0 0 -52987.61297 0 0 47983362.48 0 0 -4.595169858e+11 0 0 3
224 10000 0 0 8691351.994 0 0 9591.385445 0 0 0 0 0 -52870.50214 0 0 47956927.23 0 0 -4.59008903e+11 0 0 3
225 10000 0 0 8700940.741 0 0 9586.110061 0 0 0 0 0 -52753.84338 0 0 47930550.31 0 0 -4.585022218e+11 0 0 3
226 10000 0 0 8710524.22 0 0 9580.846298 0 0 0 0 0 -52637.63421 0 0 47904231.49 0 0 -4.57996936e+11 0 0 3
227 10000 0 0 8720102.44 0 0 9575.59411 0 0 0 0 0 -52521.87215 0 0 47877970.55 0 0 -4.574930394e+11 0 0 3
228 10000 0 0 8729675.413 0 0 9570.353455 0 0 0 0 0 -52406.55475 0 0 47851767.27 0 0 -4.569905259e+11 0 0 3
229 10000 0 0 8739243.152 0 0 9565.124287 0 0 0 0 0 -52291.67957 0 0 47825621.44 0 0 -4.564893895e+11 0 0 3
230 10000 0 0 8748805.668 0 0 9559.906563 0 0 0 0 0 -52177.2442 0 0 47799532.81 0 0 -4.559896241e+11 0 0 3
231 10000 0 0 8758362.971 0 0 9554.700238 0 0 0 0 0 -52063.24623 0 0 47773501.19 0 0 -4.554912237e+11 0 0 3
232 10000 0 0 8767915.074 0 0 9549.50527 0 0 0 0 0 -51949.68329 0 0 47747526.35 0 0 -4.549941825e+11 0 0 3
233 10000 0 0 8777461.987 0 0 9544.321614 0 0 0 0 0 -51836.55299 0 0 47721608.07 0 0 -4.544984944e+11 0 0 3
234 10000 0 0 8787003.723 0 0 9539.149229 0 0 0 0 0 -51723.853 0 0 47695746.15 0 0 -4.540041535e+11 0 0 3
235 10000 0 0 8796540.291 0 0 9533.988071 0 0 0 0 0 -51611.58097 0 0 47669940.35 0 0 -4.535111541e+11 0 0 3
236 10000 0 0 8806071.705 0 0 9528.838097 0 0 0 0 0 -51499.73459 0 0 47644190.49 0 0 -4.530194904e+11 0 0 3
237 10000 0 0 8815597.973 0 0 9523.699266 0 0 0 0 0 -51388.31157 0 0 47618496.33 0 0 -4.525291564e+11 0 0 3
238 10000 0 0 8825119.109 0 0 9518.571535 0 0 0 0 0 -51277.3096 0 0 47592857.68 0 0 -4.520401466e+11 0 0 3
239 10000 0 0 8834635.122 0 0 9513.454863 0 0 0 0 0 -51166.72642 0 0 47567274.31 0 0 -4.515524551e+11 0 0 3
240 10000 0 0 8844146.024 0 0 9508.349207 0 0 0 0 0 -51056.55979 0 0 47541746.03 0 0 -4.510660763e+11 0 0 3
241 10000 0 0 8853651.826 0 0 9503.254526 0 0 0 0 0 -50946.80745 0 0 47516272.63 0 0 -4.505810045e+11 0 0 3
242 10000 0 0 8863152.538 0 0 9498.170779 0 0 0 0 0 -50837.4672 0 0 47490853.9 0 0 -4.500972343e+11 0 0 3
243 10000 0 0 8872648.173 0 0 9493.097926 0 0 0 0 0 -50728.53681 0 0 47465489.63 0 0 -4.496147598e+11 0 0 3
244 10000 0 0 8882138.74 0 0 9488.035924 0 0 0 0 0 -50620.01411 0 0 47440179.62 0 0 -4.491335757e+11 0 0 3
245 10000 0 0 8891624.25 0 0 9482.984735 0 0 0 0 0 -50511.89691 0 0 47414923.67 0 0 -4.486536764e+11 0 0 3
246 10000 0 0 8901104.715 0 0 9477.944316 0 0 0 0 0 -50404.18306 0 0 47389721.58 0 0 -4.481750564e+11 0 0 3
247 10000 0 0 8910580.144 0 0 9472.914629 0 0 0 0 0 -50296.87041 0 0 47364573.15 0 0 -4.476977103e+11 0 0 3
248 10000 0 0 8920050.549 0 0 9467.895633 0 0 0 0 0 -50189.95682 0 0 47339478.17 0 0 -4.472216326e+11 0 0 3
249 10000 0 0 8929515.941 0 0 9462.887289 0 0 0 0 0 -50083.44018 0 0 47314436.45 0 0 -4.467468181e+11 0 0 3
250 10000 0 0 8938976.329 0 0 9457.889558 0 0 0 0 0 -49977.31839 0 0 47289447.79 0 0 -4.462732612e+11 0 0 3
251 10000 0 0 8948431.725 0 0 9452.902399 0 0 0 0 0 -49871.58936 0 0 47264511.99 0 0 -4.458009567e+11 0 0 3
252 10000 0 0 8957882.139 0 0 9447.925774 0 0 0 0 0 -49766.25101 0 0 47239628.87 0 0 -4.453298994e+11 0 0 3
253 10000 0 0 8967327.582 0 0 9442.959643 0 0 0 0 0 -49661.3013 0 0 47214798.22 0 0 -4.448600839e+11 0 0 3
254 10000 0 0 8976768.064 0 0 9438.00397 0 0 0 0 0 -49556.73816 0 0 47190019.85 0 0 -4.44391505e+11 0 0 3
255 10000 0 0 8986203.595 0 0 9433.058714 0 0 0 0 0 -49452.55958 0 0 47165293.57 0 0 -4.439241575e+11 0 0 3
256 10000 0 0 8995634.186 0 0 9428.123837 0 0 0 0 0 -49348.76353 0 0 47140619.19 0 0 -4.434580363e+11 0 0 3
257 10000 0 0 9005059.848 0 0 9423.199303 0 0 0 0 0 -49245.34802 0 0 47115996.51 0 0 -4.429931362e+11 0 0 3
258 10000 0 0 9014480.59 0 0 9418.285071 0 0 0 0 0 -49142.31104 0 0 47091425.36 0 0 -4.42529452e+11 0 0 3
259 10000 0 0 9023896.423 0 0 9413.381106 0 0 0 0 0 -49039.65064 0 0 47066905.53 0 0 -4.420669788e+11 0 0 3
260 10000 0 0 9033307.357 0 0 9408.48737 0 0 0 0 0 -48937.36483 0 0 47042436.85 0 0 -4.416057114e+11 0 0 3
261 10000 0 0 9042713.403 0 0 9403.603825 0 0 0 0 0 -48835.45167 0 0 47018019.12 0 0 -4.411456449e+11 0 0 3
262 10000 0 0 9052114.57 0 0 9398.730434 0 0 0 0 0 -48733.90924 0 0 46993652.17 0 0 -4.406867742e+11 0 0 3
263 10000 0 0 9061510.869 0 0 9393.86716 0 0 0 0 0 -48632.73559 0 0 46969335.8 0 0 -4.402290944e+11 0 0 3
264 10000 0 0 9070902.309 0 0 9389.013967 0 0 0 0 0 -48531.92883 0 0 46945069.84 0 0 -4.397726006e+11 0 0 3
265 10000 0 0 9080288.902 0 0 9384.170819 0 0 0 0 0 -48431.48705 0 0 46920854.09 0 0 -4.393172877e+11 0 0 3
266 10000 0 0 9089670.656 0 0 9379.337678 0 0 0 0 0 -48331.40837 0 0 46896688.39 0 0 -4.38863151e+11 0 0 3
267 10000 0 0 9099047.582 0 0 9374.514509 0 0 0 0 0 -48231.69092 0 0 46872572.54 0 0 -4.384101857e+11 0 0 3
268 10000 0 0 9108419.69 0 0 9369.701275 0 0 0 0 0 -48132.33284 0 0 46848506.38 0 0 -4.379583867e+11 0 0 3
269 10000 0 0 9117786.99 0 0 9364.897942 0 0 0 0 0 -48033.33228 0 0 46824489.71 0 0 -4.375077495e+11 0 0 3
270 10000 0 0 9127149.491 0 0 9360.104473 0 0 0 0 0 -47934.6874 0 0 46800522.37 0 0 -4.370582691e+11 0 0 3
271 10000 0 0 9136507.203 0 0 9355.320834 0 0 0 0 0 -47836.39638 0 0 46776604.17 0 0 -4.366099409e+11 0 0 3
272 10000 0 0 9145860.137 0 0 9350.546988 0 0 0 0 0 -47738.45742 0 0 46752734.94 0 0 -4.361627601e+11 0 0 3
273 10000 0 0 9155208.302 0 0 9345.782901 0 0 0 0 0 -47640.86872 0 0 46728914.51 0 0 -4.357167221e+11 0 0 3
274 10000 0 0 9164551.708 0 0 9341.028538 0 0 0 0 0 -47543.62848 0 0 46705142.69 0 0 -4.352718221e+11 0 0 3
275 10000 0 0 9173890.364 0 0 9336.283865 0 0 0 0 0 -47446.73493 0 0 46681419.32 0 0 -4.348280556e+11 0 0 3
276 10000 0 0 9183224.281 0 0 9331.548846 0 0 0 0 0 -47350.18631 0 0 46657744.23 0 0 -4.343854179e+11 0 0 3
277 10000 0 0 9192553.467 0 0 9326.823448 0 0 0 0 0 -47253.98087 0 0 46634117.24 0 0 -4.339439045e+11 0 0 3
278 10000 0 0 9201877.932 0 0 9322.107636 0 0 0 0 0 -47158.11686 0 0 46610538.18 0 0 -4.335035107e+11 0 0 3
279 10000 0 0 9211197.687 0 0 9317.401377 0 0 0 0 0 -47062.59257 0 0 46587006.89 0 0 -4.33064232e+11 0 0 3
280 10000 0 0 9220512.74 0 0 9312.704637 0 0 0 0 0 -46967.40627 0 0 46563523.18 0 0 -4.32626064e+11 0 0 3
281 10000 0 0 9229823.101 0 0 9308.017381 0 0 0 0 0 -46872.55625 0 0 46540086.9 0 0 -4.321890021e+11 0 0 3
282 10000 0 0 9239128.779 0 0 9303.339577 0 0 0 0 0 -46778.04083 0 0 46516697.88 0 0 -4.317530419e+11 0 0 3
283 10000 0 0 9248429.785 0 0 9298.671191 0 0 0 0 0 -46683.85832 0 0 46493355.96 0 0 -4.313181789e+11 0 0 3
284 10000 0 0 9257726.126 0 0 9294.01219 0 0 0 0 0 -46590.00704 0 0 46470060.95 0 0 -4.308844088e+11 0 0 3
285 10000 0 0 9267017.814 0 0 9289.362542 0 0 0 0 0 -46496.48533 0 0 46446812.71 0 0 -4.304517271e+11 0 0 3
286 10000 0 0 9276304.856 0 0 9284.722213 0 0 0 0 0 -46403.29155 0 0 46423611.06 0 0 -4.300201294e+11 0 0 3
287 10000 0 0 9285587.263 0 0 9280.09117 0 0 0 0 0 -46310.42406 0 0 46400455.85 0 0 -4.295896116e+11 0 0 3
288 10000 0 0 9294865.043 0 0 9275.469382 0 0 0 0 0 -46217.88121 0 0 46377346.91 0 0 -4.291601691e+11 0 0 3
289 10000 0 0 9304138.206 0 0 9270.856816 0 0 0 0 0 -46125.6614 0 0 46354284.08 0 0 -4.287317978e+11 0 0 3
290 10000 0 0 9313406.761 0 0 9266.25344 0 0 0 0 0 -46033.76302 0 0 46331267.2 0 0 -4.283044933e+11 0 0 3
291 10000 0 0 9322670.718 0 0 9261.659221 0 0 0 0 0 -45942.18446 0 0 46308296.11 0 0 -4.278782514e+11 0 0 3
292 10000 0 0 9331930.084 0 0 9257.074129 0 0 0 0 0 -45850.92415 0 0 46285370.64 0 0 -4.27453068e+11 0 0 3
293 10000 0 0 9341184.87 0 0 9252.498131 0 0 0 0 0 -45759.9805 0 0 46262490.65 0 0 -4.270289387e+11 0 0 3
294 10000 0 0 9350435.085 0 0 9247.931196 0 0 0 0 0 -45669.35195 0 0 46239655.98 0 0 -4.266058594e+11 0 0 3
295 10000 0 0 9359680.737 0 0 9243.373292 0 0 0 0 0 -45579.03693 0 0 46216866.46 0 0 -4.261838261e+11 0 0 3
296 10000 0 0 9368921.836 0 0 9238.824388 0 0 0 0 0 -45489.0339 0 0 46194121.94 0 0 -4.257628344e+11 0 0 3
297 10000 0 0 9378158.391 0 0 9234.284454 0 0 0 0 0 -45399.34133 0 0 46171422.27 0 0 -4.253428804e+11 0 0 3
298 10000 0 0 9387390.41 0 0 9229.753459 0 0 0 0 0 -45309.95769 0 0 46148767.29 0 0 -4.249239599e+11 0 0 3
299 10000 0 0 9396617.902 0 0 9225.23137 0 0 0 0 0 -45220.88145 0 0 46126156.85 0 0 -4.245060689e+11 0 0 3
300 10000 0 0 9405840.877 0 0 9220.718159 0 0 0 0 0 -45132.11112 0 0 46103590.8 0 0 -4.240892033e+11 0 0 3
301 10000 0 0 9415059.343 0 0 9216.213795 0 0 0 0 0 -45043.64519 0 0 46081068.97 0 0 -4.236733591e+11 0 0 3
302 10000 0 0 9424273.309 0 0 9211.718247 0 0 0 0 0 -44955.48217 0 0 46058591.23 0 0 -4.232585324e+11 0 0 3
303 10000 0 0 9433482.784 0 0 9207.231485 0 0 0 0 0 -44867.62058 0 0 46036157.42 0 0 -4.228447191e+11 0 0 3
304 10000 0 0 9442687.776 0 0 9202.753479 0 0 0 0 0 -44780.05896 0 0 46013767.39 0 0 -4.224319153e+11 0 0 3
305 10000 0 0 9451888.295 0 0 9198.284199 0 0 0 0 0 -44692.79584 0 0 45991421 0 0 -4.22020117e+11 0 0 3
306 10000 0 0 9461084.349 0 0 9193.823616 0 0 0 0 0 -44605.82977 0 0 45969118.08 0 0 -4.216093203e+11 0 0 3
307 10000 0 0 9470275.946 0 0 9189.3717 0 0 0 0 0 -44519.15931 0 0 45946858.5 0 0 -4.211995214e+11 0 0 3
308 10000 0 0 9479463.097 0 0 9184.928422 0 0 0 0 0 -44432.78303 0 0 45924642.11 0 0 -4.207907164e+11 0 0 3
309 10000 0 0 9488645.808 0 0 9180.493752 0 0 0 0 0 -44346.6995 0 0 45902468.76 0 0 -4.203829014e+11 0 0 3
310 10000 0 0 9497824.088 0 0 9176.067661 0 0 0 0 0 -44260.9073 0 0 45880338.31 0 0 -4.199760725e+11 0 0 3
311 10000 0 0 9506997.947 0 0 9171.650121 0 0 0 0 0 -44175.40504 0 0 45858250.6 0 0 -4.195702261e+11 0 0 3
312 10000 0 0 9516167.393 0 0 9167.241102 0 0 0 0 0 -44090.1913 0 0 45836205.51 0 0 -4.191653582e+11 0 0 3
313 10000 0 0 9525332.434 0 0 9162.840575 0 0 0 0 0 -44005.26471 0 0 45814202.88 0 0 -4.187614651e+11 0 0 3
314 10000 0 0 9534493.078 0 0 9158.448513 0 0 0 0 0 -43920.62388 0 0 45792242.56 0 0 -4.183585431e+11 0 0 3
315 10000 0 0 9543649.335 0 0 9154.064886 0 0 0 0 0 -43836.26744 0 0 45770324.43 0 0 -4.179565885e+11 0 0 3
316 10000 0 0 9552801.212 0 0 9149.689667 0 0 0 0 0 -43752.19403 0 0 45748448.33 0 0 -4.175555974e+11 0 0 3
317 10000 0 0 9561948.718 0 0 9145.322826 0 0 0 0 0 -43668.40229 0 0 45726614.13 0 0 -4.171555663e+11 0 0 3
318 10000 0 0 9571091.862 0 0 9140.964337 0 0 0 0 0 -43584.89088 0 0 45704821.69 0 0 -4.167564915e+11 0 0 3
319 10000 0 0 9580230.651 0 0 9136.614171 0 0 0 0 0 -43501.65846 0 0 45683070.86 0 0 -4.163583693e+11 0 0 3
320 10000 0 0 9589365.095 0 0 9132.272301 0 0 0 0 0 -43418.7037 0 0 45661361.5 0 0 -4.15961196e+11 0 0 3
321 10000 0 0 9598495.2 0 0 9127.938698 0 0 0 0 0 -43336.02528 0 0 45639693.49 0 0 -4.155649681e+11 0 0 3
322 10000 0 0 9607620.976 0 0 9123.613336 0 0 0 0 0 -43253.62188 0 0 45618066.68 0 0 -4.15169682e+11 0 0 3
323 10000 0 0 9616742.431 0 0 9119.296187 0 0 0 0 0 -43171.4922 0 0 45596480.94 0 0 -4.147753341e+11 0 0 3
324 10000 0 0 9625859.572 0 0 9114.987224 0 0 0 0 0 -43089.63495 0 0 45574936.12 0 0 -4.143819207e+11 0 0 3
325 10000 0 0 9634972.409 0 0 9110.686419 0 0 0 0 0 -43008.04883 0 0 45553432.09 0 0 -4.139894385e+11 0 0 3
326 10000 0 0 9644080.949 0 0 9106.393745 0 0 0 0 0 -42926.73257 0 0 45531968.73 0 0 -4.135978839e+11 0 0 3
327 10000 0 0 9653185.201 0 0 9102.109177 0 0 0 0 0 -42845.68488 0 0 45510545.88 0 0 -4.132072533e+11 0 0 3
328 10000 0 0 9662285.172 0 0 9097.832686 0 0 0 0 0 -42764.90451 0 0 45489163.43 0 0 -4.128175433e+11 0 0 3
329 10000 0 0 9671380.87 0 0 9093.564247 0 0 0 0 0 -42684.39019 0 0 45467821.24 0 0 -4.124287504e+11 0 0 3
330 10000 0 0 9680472.304 0 0 9089.303833 0 0 0 0 0 -42604.14069 0 0 45446519.17 0 0 -4.120408712e+11 0 0 3
331 10000 0 0 9689559.482 0 0 9085.051418 0 0 0 0 0 -42524.15474 0 0 45425257.09 0 0 -4.116539023e+11 0 0 3
332 10000 0 0 9698642.411 0 0 9080.806975 0 0 0 0 0 -42444.43113 0 0 45404034.87 0 0 -4.112678401e+11 0 0 3
333 10000 0 0 9707721.1 0 0 9076.570478 0 0 0 0 0 -42364.96862 0 0 45382852.39 0 0 -4.108826814e+11 0 0 3
334 10000 0 0 9716795.556 0 0 9072.341901 0 0 0 0 0 -42285.76599 0 0 45361709.51 0 0 -4.104984227e+11 0 0 3
335 10000 0 0 9725865.788 0 0 9068.121219 0 0 0 0 0 -42206.82203 0 0 45340606.1 0 0 -4.101150608e+11 0 0 3
336 10000 0 0 9734931.802 0 0 9063.908406 0 0 0 0 0 -42128.13554 0 0 45319542.03 0 0 -4.097325921e+11 0 0 3
337 10000 0 0 9743993.608 0 0 9059.703435 0 0 0 0 0 -42049.70531 0 0 45298517.18 0 0 -4.093510135e+11 0 0 3
338 10000 0 0 9753051.213 0 0 9055.506282 0 0 0 0 0 -41971.53016 0 0 45277531.41 0 0 -4.089703216e+11 0 0 3
339 10000 0 0 9762104.625 0 0 9051.316921 0 0 0 0 0 -41893.6089 0 0 45256584.61 0 0 -4.085905131e+11 0 0 3
340 10000 0 0 9771153.851 0 0 9047.135327 0 0 0 0 0 -41815.94036 0 0 45235676.64 0 0 -4.082115848e+11 0 0 3
341 10000 0 0 9780198.899 0 0 9042.961475 0 0 0 0 0 -41738.52337 0 0 45214807.37 0 0 -4.078335333e+11 0 0 3
342 10000 0 0 9789239.778 0 0 9038.795339 0 0 0 0 0 -41661.35676 0 0 45193976.7 0 0 -4.074563555e+11 0 0 3
343 10000 0 0 9798276.494 0 0 9034.636895 0 0 0 0 0 -41584.43938 0 0 45173184.48 0 0 -4.070800481e+11 0 0 3
344 10000 0 0 9807309.055 0 0 9030.486118 0 0 0 0 0 -41507.77008 0 0 45152430.59 0 0 -4.067046079e+11 0 0 3
345 10000 0 0 9816337.47 0 0 9026.342983 0 0 0 0 0 -41431.34773 0 0 45131714.92 0 0 -4.063300317e+11 0 0 3
346 10000 0 0 9825361.745 0 0 9022.207466 0 0 0 0 0 -41355.17118 0 0 45111037.33 0 0 -4.059563164e+11 0 0 3
347 10000 0 0 9834381.889 0 0 9018.079542 0 0 0 0 0 -41279.2393 0 0 45090397.71 0 0 -4.055834587e+11 0 0 3
348 10000 0 0 9843397.908 0 0 9013.959187 0 0 0 0 0 -41203.55099 0 0 45069795.94 0 0 -4.052114556e+11 0 0 3
349 10000 0 0 9852409.811 0 0 9009.846377 0 0 0 0 0 -41128.10511 0 0 45049231.88 0 0 -4.048403038e+11 0 0 3
350 10000 0 0 9861417.605 0 0 9005.741087 0 0 0 0 0 -41052.90057 0 0 45028705.43 0 0 -4.044700004e+11 0 0 3
351 10000 0 0 9870421.297 0 0 9001.643293 0 0 0 0 0 -40977.93627 0 0 45008216.47 0 0 -4.041005421e+11 0 0 3
352 10000 0 0 9879420.895 0 0 8997.552972 0 0 0 0 0 -40903.2111 0 0 44987764.86 0 0 -4.037319259e+11 0 0 3
353 10000 0 0 9888416.406 0 0 8993.4701 0 0 0 0 0 -40828.72398 0 0 44967350.5 0 0 -4.033641488e+11 0 0 3
354 10000 0 0 9897407.839 0 0 8989.394652 0 0 0 0 0 -40754.47383 0 0 44946973.26 0 0 -4.029972076e+11 0 0 3
355 10000 0 0 9906395.199 0 0 8985.326606 0 0 0 0 0 -40680.45957 0 0 44926633.03 0 0 -4.026310994e+11 0 0 3
356 10000 0 0 9915378.496 0 0 8981.265938 0 0 0 0 0 -40606.68014 0 0 44906329.69 0 0 -4.022658212e+11 0 0 3
357 10000 0 0 9924357.735 0 0 8977.212625 0 0 0 0 0 -40533.13446 0 0 44886063.12 0 0 -4.019013698e+11 0 0 3
358 10000 0 0 9933332.925 0 0 8973.166643 0 0 0 0 0 -40459.8215 0 0 44865833.21 0 0 -4.015377424e+11 0 0 3
359 10000 0 0 9942304.072 0 0 8969.127969 0 0 0 0 0 -40386.74018 0 0 44845639.84 0 0 -4.01174936e+11 0 0 3
360 10000 0 0 9951271.184 0 0 8965.09658 0 0 0 0 0 -40313.88948 0 0 44825482.9 0 0 -4.008129475e+11 0 0 3
361 10000 0 0 9960234.269 0 0 8961.072453 0 0 0 0 0 -40241.26834 0 0 44805362.26 0 0 -4.004517741e+11 0 0 3
362 10000 0 0 9969193.333 0 0 8957.055565 0 0 0 0 0 -40168.87575 0 0 44785277.83 0 0 -4.000914127e+11 0 0 3
363 10000 0 0 9978148.383 0 0 8953.045894 0 0 0 0 0 -40096.71067 0 0 44765229.47 0 0 -3.997318606e+11 0 0 3
364 10000 0 0 9987099.428 0 0 8949.043417 0 0 0 0 0 -40024.77208 0 0 44745217.08 0 0 -3.993731148e+11 0 0 3
365 10000 0 0 9996046.474 0 0 8945.048111 0 0 0 0 0 -39953.05897 0 0 44725240.56 0 0 -3.990151724e+11 0 0 3
366 10000 0 0 10004989.53 0 0 8941.059954 0 0 0 0 0 -39881.57033 0 0 44705299.77 0 0 -3.986580305e+11 0 0 3
367 10000 0 0 10013928.6 0 0 8937.078923 0 0 0 0 0 -39810.30516 0 0 44685394.62 0 0 -3.983016862e+11 0 0 3
368 10000 0 0 10022863.69 0 0 8933.104997 0 0 0 0 0 -39739.26246 0 0 44665524.99 0 0 -3.979461368e+11 0 0 3
369 10000 0 0 10031794.81 0 0 8929.138153 0 0 0 0 0 -39668.44125 0 0 44645690.77 0 0 -3.975913794e+11 0 0 3
370 10000 0 0 10040721.97 0 0 8925.178369 0 0 0 0 0 -39597.84053 0 0 44625891.85 0 0 -3.972374111e+11 0 0 3
371 10000 0 0 10049645.17 0 0 8921.225623 0 0 0 0 0 -39527.45933 0 0 44606128.12 0 0 -3.968842292e+11 0 0 3
372 10000 0 0 10058564.42 0 0 8917.279893 0 0 0 0 0 -39457.29667 0 0 44586399.47 0 0 -3.965318309e+11 0 0 3
373 10000 0 0 10067479.73 0 0 8913.341158 0 0 0 0 0 -39387.35158 0 0 44566705.79 0 0 -3.961802134e+11 0 0 3
374 10000 0 0 10076391.11 0 0 8909.409396 0 0 0 0 0 -39317.62311 0 0 44547046.98 0 0 -3.958293739e+11 0 0 3
375 10000 0 0 10085298.56 0 0 8905.484585 0 0 0 0 0 -39248.1103 0 0 44527422.92 0 0 -3.954793096e+11 0 0 3
376 10000 0 0 10094202.08 0 0 8901.566704 0 0 0 0 0 -39178.81218 0 0 44507833.52 0 0 -3.95130018e+11 0 0 3
377 10000 0 0 10103101.69 0 0 8897.655731 0 0 0 0 0 -39109.72783 0 0 44488278.65 0 0 -3.947814961e+11 0 0 3
378 10000 0 0 10111997.4 0 0 8893.751645 0 0 0 0 0 -39040.85629 0 0 44468758.23 0 0 -3.944337413e+11 0 0 3
379 10000 0 0 10120889.2 0 0 8889.854426 0 0 0 0 0 -38972.19664 0 0 44449272.13 0 0 -3.940867509e+11 0 0 3
