Time[s] Mass[kg] Fuel[kg] FuelUsage[kg/s] Posx(t)[m] Posy(t)[m] Posz(t)[m] Velx(t)[m/s] Vely(t)[m/s] Velz(t)[m/s] EngineFx[N] EngineFy[N] EngineFz[N] NetFx[N] NetFy[N] NetFz[N] EKinx[J] EKiny[J] EKinz[J] EPotx[J] EPoty[J] EPotz[J] Method
42 10000 0 0 6843938.157 0 0 10806.52019 0 0 0 0 0 -85347.29307 0 0 54032600.93 0 0 -5.831889242e+11 0 0 3
43 10000 0 0 6854740.424 0 0 10798.0124 0 0 0 0 0 -85077.87429 0 0 53990061.99 0 0 -5.822677102e+11 0 0 3
44 10000 0 0 6865534.196 0 0 10789.5314 0 0 0 0 0 -84809.94009 0 0 53947657.02 0 0 -5.813501247e+11 0 0 3
45 10000 0 0 6876319.5 0 0 10781.07706 0 0 0 0 0 -84543.4788 0 0 53905385.29 0 0 -5.804361447e+11 0 0 3
46 10000 0 0 6887096.363 0 0 10772.64921 0 0 0 0 0 -84278.47888 0 0 53863246.05 0 0 -5.795257477e+11 0 0 3
47 10000 0 0 6897864.811 0 0 10764.24772 0 0 0 0 0 -84014.92891 0 0 53821238.58 0 0 -5.786189113e+11 0 0 3
48 10000 0 0 6908624.871 0 0 10755.87243 0 0 0 0 0 -83752.81758 0 0 53779362.17 0 0 -5.777156133e+11 0 0 3
49 10000 0 0 6919376.569 0 0 10747.52322 0 0 0 0 0 -83492.13371 0 0 53737616.11 0 0 -5.768158315e+11 0 0 3
50 10000 0 0 6930119.931 0 0 10739.19993 0 0 0 0 0 -83232.8662 0 0 53695999.67 0 0 -5.759195442e+11 0 0 3
51 10000 0 0 6940854.982 0 0 10730.90243 0 0 0 0 0 -82975.00409 0 0 53654512.17 0 0 -5.750267296e+11 0 0 3
52 10000 0 0 6951581.749 0 0 10722.63058 0 0 0 0 0 -82718.53653 0 0 53613152.9 0 0 -5.741373664e+11 0 0 3
53 10000 0 0 6962300.256 0 0 10714.38424 0 0 0 0 0 -82463.45276 0 0 53571921.18 0 0 -5.732514331e+11 0 0 3
54 10000 0 0 6973010.53 0 0 10706.16326 0 0 0 0 0 -82209.74214 0 0 53530816.31 0 0 -5.723689087e+11 0 0 3
55 10000 0 0 6983712.595 0 0 10697.96752 0 0 0 0 0 -81957.39413 0 0 53489837.61 0 0 -5.714897723e+11 0 0 3
56 10000 0 0 6994406.477 0 0 10689.79688 0 0 0 0 0 -81706.39831 0 0 53448984.41 0 0 -5.70614003e+11 0 0 3
57 10000 0 0 7005092.201 0 0 10681.65121 0 0 0 0 0 -81456.74435 0 0 53408256.04 0 0 -5.697415803e+11 0 0 3
58 10000 0 0 7015769.792 0 0 10673.53037 0 0 0 0 0 -81208.42202 0 0 53367651.83 0 0 -5.688724838e+11 0 0 3
59 10000 0 0 7026439.274 0 0 10665.43422 0 0 0 0 0 -80961.4212 0 0 53327171.12 0 0 -5.680066932e+11 0 0 3
60 10000 0 0 7037100.673 0 0 10657.36265 0 0 0 0 0 -80715.73186 0 0 53286813.25 0 0 -5.671441884e+11 0 0 3
61 10000 0 0 7047754.012 0 0 10649.31552 0 0 0 0 0 -80471.34408 0 0 53246577.58 0 0 -5.662849496e+11 0 0 3
62 10000 0 0 7058399.316 0 0 10641.29269 0 0 0 0 0 -80228.24803 0 0 53206463.45 0 0 -5.654289569e+11 0 0 3
63 10000 0 0 7069036.609 0 0 10633.29405 0 0 0 0 0 -79986.43398 0 0 53166470.24 0 0 -5.645761909e+11 0 0 3
64 10000 0 0 7079665.916 0 0 10625.31946 0 0 0 0 0 -79745.89229 0 0 53126597.29 0 0 -5.637266321e+11 0 0 3
65 10000 0 0 7090287.26 0 0 10617.3688 0 0 0 0 0 -79506.61342 0 0 53086843.98 0 0 -5.628802612e+11 0 0 3
66 10000 0 0 7100900.666 0 0 10609.44194 0 0 0 0 0 -79268.58792 0 0 53047209.69 0 0 -5.620370591e+11 0 0 3
67 10000 0 0 7111506.156 0 0 10601.53876 0 0 0 0 0 -79031.80643 0 0 53007693.79 0 0 -5.611970069e+11 0 0 3
68 10000 0 0 7122103.755 0 0 10593.65913 0 0 0 0 0 -78796.25968 0 0 52968295.66 0 0 -5.603600858e+11 0 0 3
69 10000 0 0 7132693.486 0 0 10585.80294 0 0 0 0 0 -78561.9385 0 0 52929014.69 0 0 -5.595262772e+11 0 0 3
70 10000 0 0 7143275.373 0 0 10577.97005 0 0 0 0 0 -78328.83379 0 0 52889850.27 0 0 -5.586955626e+11 0 0 3
71 10000 0 0 7153849.438 0 0 10570.16036 0 0 0 0 0 -78096.93656 0 0 52850801.8 0 0 -5.578679236e+11 0 0 3
72 10000 0 0 7164415.705 0 0 10562.37374 0 0 0 0 0 -77866.23789 0 0 52811868.68 0 0 -5.570433421e+11 0 0 3
73 10000 0 0 7174974.197 0 0 10554.61006 0 0 0 0 0 -77636.72894 0 0 52773050.32 0 0 -5.562218001e+11 0 0 3
74 10000 0 0 7185524.936 0 0 10546.86922 0 0 0 0 0 -77408.40097 0 0 52734346.12 0 0 -5.554032796e+11 0 0 3
75 10000 0 0 7196067.946 0 0 10539.1511 0 0 0 0 0 -77181.24533 0 0 52695755.5 0 0 -5.545877629e+11 0 0 3
76 10000 0 0 7206603.25 0 0 10531.45557 0 0 0 0 0 -76955.25342 0 0 52657277.87 0 0 -5.537752325e+11 0 0 3
77 10000 0 0 7217130.869 0 0 10523.78253 0 0 0 0 0 -76730.41675 0 0 52618912.66 0 0 -5.529656707e+11 0 0 3
78 10000 0 0 7227650.826 0 0 10516.13186 0 0 0 0 0 -76506.72691 0 0 52580659.3 0 0 -5.521590605e+11 0 0 3
79 10000 0 0 7238163.144 0 0 10508.50344 0 0 0 0 0 -76284.17555 0 0 52542517.21 0 0 -5.513553844e+11 0 0 3
80 10000 0 0 7248667.844 0 0 10500.89717 0 0 0 0 0 -76062.75442 0 0 52504485.83 0 0 -5.505546256e+11 0 0 3
81 10000 0 0 7259164.949 0 0 10493.31292 0 0 0 0 0 -75842.45532 0 0 52466564.6 0 0 -5.497567671e+11 0 0 3
82 10000 0 0 7269654.481 0 0 10485.75059 0 0 0 0 0 -75623.27017 0 0 52428752.97 0 0 -5.489617921e+11 0 0 3
83 10000 0 0 7280136.461 0 0 10478.21007 0 0 0 0 0 -75405.19092 0 0 52391050.37 0 0 -5.48169684e+11 0 0 3
84 10000 0 0 7290610.912 0 0 10470.69125 0 0 0 0 0 -75188.20962 0 0 52353456.27 0 0 -5.473804263e+11 0 0 3
85 10000 0 0 7301077.854 0 0 10463.19402 0 0 0 0 0 -74972.3184 0 0 52315970.11 0 0 -5.465940026e+11 0 0 3
86 10000 0 0 7311537.311 0 0 10455.71827 0 0 0 0 0 -74757.50945 0 0 52278591.35 0 0 -5.458103967e+11 0 0 3
87 10000 0 0 7321989.302 0 0 10448.26389 0 0 0 0 0 -74543.77502 0 0 52241319.47 0 0 -5.450295923e+11 0 0 3
88 10000 0 0 7332433.849 0 0 10440.83078 0 0 0 0 0 -74331.10747 0 0 52204153.91 0 0 -5.442515737e+11 0 0 3
89 10000 0 0 7342870.974 0 0 10433.41883 0 0 0 0 0 -74119.49919 0 0 52167094.16 0 0 -5.434763248e+11 0 0 3
90 10000 0 0 7353300.697 0 0 10426.02794 0 0 0 0 0 -73908.94268 0 0 52130139.69 0 0 -5.427038299e+11 0 0 3
91 10000 0 0 7363723.04 0 0 10418.658 0 0 0 0 0 -73699.43046 0 0 52093289.98 0 0 -5.419340734e+11 0 0 3
92 10000 0 0 7374138.024 0 0 10411.3089 0 0 0 0 0 -73490.95517 0 0 52056544.5 0 0 -5.411670398e+11 0 0 3
93 10000 0 0 7384545.668 0 0 10403.98055 0 0 0 0 0 -73283.50948 0 0 52019902.75 0 0 -5.404027138e+11 0 0 3
94 10000 0 0 7394945.995 0 0 10396.67284 0 0 0 0 0 -73077.08615 0 0 51983364.2 0 0 -5.3964108e+11 0 0 3
95 10000 0 0 7405339.024 0 0 10389.38567 0 0 0 0 0 -72871.678 0 0 51946928.36 0 0 -5.388821233e+11 0 0 3
96 10000 0 0 7415724.777 0 0 10382.11894 0 0 0 0 0 -72667.27789 0 0 51910594.72 0 0 -5.381258288e+11 0 0 3
97 10000 0 0 7426103.272 0 0 10374.87256 0 0 0 0 0 -72463.8788 0 0 51874362.78 0 0 -5.373721814e+11 0 0 3
98 10000 0 0 7436474.532 0 0 10367.64641 0 0 0 0 0 -72261.47371 0 0 51838232.05 0 0 -5.366211664e+11 0 0 3
99 10000 0 0 7446838.575 0 0 10360.4404 0 0 0 0 0 -72060.05572 0 0 51802202.02 0 0 -5.358727691e+11 0 0 3
100 10000 0 0 7457195.423 0 0 10353.25444 0 0 0 0 0 -71859.61795 0 0 51766272.21 0 0 -5.35126975e+11 0 0 3
101 10000 0 0 7467545.094 0 0 10346.08843 0 0 0 0 0 -71660.15361 0 0 51730442.13 0 0 -5.343837695e+11 0 0 3
102 10000 0 0 7477887.609 0 0 10338.94226 0 0 0 0 0 -71461.65596 0 0 51694711.31 0 0 -5.336431384e+11 0 0 3
103 10000 0 0 7488222.989 0 0 10331.81585 0 0 0 0 0 -71264.11831 0 0 51659079.25 0 0 -5.329050673e+11 0 0 3
104 10000 0 0 7498551.251 0 0 10324.7091 0 0 0 0 0 -71067.53405 0 0 51623545.48 0 0 -5.321695422e+11 0 0 3
105 10000 0 0 7508872.416 0 0 10317.62191 0 0 0 0 0 -70871.89662 0 0 51588109.53 0 0 -5.314365491e+11 0 0 3
106 10000 0 0 7519186.505 0 0 10310.55419 0 0 0 0 0 -70677.19952 0 0 51552770.93 0 0 -5.307060739e+11 0 0 3
107 10000 0 0 7529493.535 0 0 10303.50584 0 0 0 0 0 -70483.4363 0 0 51517529.21 0 0 -5.29978103e+11 0 0 3
108 10000 0 0 7539793.526 0 0 10296.47678 0 0 0 0 0 -70290.60058 0 0 51482383.91 0 0 -5.292526226e+11 0 0 3
109 10000 0 0 7550086.498 0 0 10289.46691 0 0 0 0 0 -70098.68602 0 0 51447334.57 0 0 -5.28529619e+11 0 0 3
110 10000 0 0 7560372.469 0 0 10282.47615 0 0 0 0 0 -69907.68636 0 0 51412380.73 0 0 -5.278090789e+11 0 0 3
111 10000 0 0 7570651.459 0 0 10275.50439 0 0 0 0 0 -69717.59538 0 0 51377521.93 0 0 -5.270909887e+11 0 0 3
112 10000 0 0 7580923.487 0 0 10268.55155 0 0 0 0 0 -69528.40691 0 0 51342757.73 0 0 -5.263753352e+11 0 0 3
113 10000 0 0 7591188.572 0 0 10261.61753 0 0 0 0 0 -69340.11484 0 0 51308087.67 0 0 -5.256621052e+11 0 0 3
114 10000 0 0 7601446.732 0 0 10254.70226 0 0 0 0 0 -69152.71312 0 0 51273511.31 0 0 -5.249512856e+11 0 0 3
115 10000 0 0 7611697.986 0 0 10247.80564 0 0 0 0 0 -68966.19575 0 0 51239028.21 0 0 -5.242428633e+11 0 0 3
116 10000 0 0 7621942.352 0 0 10240.92759 0 0 0 0 0 -68780.55677 0 0 51204637.94 0 0 -5.235368255e+11 0 0 3
117 10000 0 0 7632179.85 0 0 10234.06801 0 0 0 0 0 -68595.7903 0 0 51170340.04 0 0 -5.228331593e+11 0 0 3
118 10000 0 0 7642410.498 0 0 10227.22682 0 0 0 0 0 -68411.89047 0 0 51136134.1 0 0 -5.22131852e+11 0 0 3
119 10000 0 0 7652634.313 0 0 10220.40393 0 0 0 0 0 -68228.8515 0 0 51102019.67 0 0 -5.21432891e+11 0 0 3
120 10000 0 0 7662851.315 0 0 10213.59927 0 0 0 0 0 -68046.66765 0 0 51067996.34 0 0 -5.207362637e+11 0 0 3
121 10000 0 0 7673061.521 0 0 10206.81273 0 0 0 0 0 -67865.33321 0 0 51034063.67 0 0 -5.200419578e+11 0 0 3
122 10000 0 0 7683264.949 0 0 10200.04425 0 0 0 0 0 -67684.84253 0 0 51000221.25 0 0 -5.193499608e+11 0 0 3
123 10000 0 0 7693461.618 0 0 10193.29373 0 0 0 0 0 -67505.19003 0 0 50966468.65 0 0 -5.186602605e+11 0 0 3
124 10000 0 0 7703651.546 0 0 10186.56109 0 0 0 0 0 -67326.37016 0 0 50932805.47 0 0 -5.179728447e+11 0 0 3
125 10000 0 0 7713834.749 0 0 10179.84626 0 0 0 0 0 -67148.3774 0 0 50899231.28 0 0 -5.172877013e+11 0 0 3
126 10000 0 0 7724011.247 0 0 10173.14914 0 0 0 0 0 -66971.20631 0 0 50865745.68 0 0 -5.166048184e+11 0 0 3
127 10000 0 0 7734181.056 0 0 10166.46965 0 0 0 0 0 -66794.85147 0 0 50832348.25 0 0 -5.15924184e+11 0 0 3
128 10000 0 0 7744344.195 0 0 10159.80772 0 0 0 0 0 -66619.30753 0 0 50799038.6 0 0 -5.152457863e+11 0 0 3
129 10000 0 0 7754500.68 0 0 10153.16326 0 0 0 0 0 -66444.56917 0 0 50765816.31 0 0 -5.145696136e+11 0 0 3
130 10000 0 0 7764650.53 0 0 10146.5362 0 0 0 0 0 -66270.63112 0 0 50732681 0 0 -5.138956541e+11 0 0 3
131 10000 0 0 7774793.762 0 0 10139.92645 0 0 0 0 0 -66097.48816 0 0 50699632.25 0 0 -5.132238965e+11 0 0 3
132 10000 0 0 7784930.392 0 0 10133.33394 0 0 0 0 0 -65925.13509 0 0 50666669.68 0 0 -5.12554329e+11 0 0 3
133 10000 0 0 7795060.438 0 0 10126.75858 0 0 0 0 0 -65753.56679 0 0 50633792.9 0 0 -5.118869404e+11 0 0 3
134 10000 0 0 7805183.917 0 0 10120.2003 0 0 0 0 0 -65582.77815 0 0 50601001.51 0 0 -5.112217194e+11 0 0 3
135 10000 0 0 7815300.847 0 0 10113.65903 0 0 0 0 0 -65412.76413 0 0 50568295.13 0 0 -5.105586546e+11 0 0 3
136 10000 0 0 7825411.244 0 0 10107.13467 0 0 0 0 0 -65243.51972 0 0 50535673.37 0 0 -5.098977349e+11 0 0 3
137 10000 0 0 7835515.125 0 0 10100.62717 0 0 0 0 0 -65075.03995 0 0 50503135.85 0 0 -5.092389493e+11 0 0 3
138 10000 0 0 7845612.507 0 0 10094.13644 0 0 0 0 0 -64907.31989 0 0 50470682.19 0 0 -5.085822867e+11 0 0 3
139 10000 0 0 7855703.406 0 0 10087.6624 0 0 0 0 0 -64740.35466 0 0 50438312.01 0 0 -5.079277362e+11 0 0 3
140 10000 0 0 7865787.84 0 0 10081.20499 0 0 0 0 0 -64574.13942 0 0 50406024.94 0 0 -5.07275287e+11 0 0 3
141 10000 0 0 7875865.824 0 0 10074.76412 0 0 0 0 0 -64408.66936 0 0 50373820.61 0 0 -5.066249282e+11 0 0 3
142 10000 0 0 7885937.376 0 0 10068.33973 0 0 0 0 0 -64243.93972 0 0 50341698.64 0 0 -5.059766493e+11 0 0 3
143 10000 0 0 7896002.512 0 0 10061.93173 0 0 0 0 0 -64079.94577 0 0 50309658.67 0 0 -5.053304394e+11 0 0 3
144 10000 0 0 7906061.248 0 0 10055.54006 0 0 0 0 0 -63916.68284 0 0 50277700.32 0 0 -5.046862883e+11 0 0 3
145 10000 0 0 7916113.6 0 0 10049.16465 0 0 0 0 0 -63754.14627 0 0 50245823.25 0 0 -5.040441852e+11 0 0 3
146 10000 0 0 7926159.585 0 0 10042.80542 0 0 0 0 0 -63592.33145 0 0 50214027.09 0 0 -5.034041199e+11 0 0 3
147 10000 0 0 7936199.219 0 0 10036.46229 0 0 0 0 0 -63431.23382 0 0 50182311.47 0 0 -5.02766082e+11 0 0 3
148 10000 0 0 7946232.518 0 0 10030.13521 0 0 0 0 0 -63270.84885 0 0 50150676.04 0 0 -5.021300612e+11 0 0 3
149 10000 0 0 7956259.498 0 0 10023.82409 0 0 0 0 0 -63111.17203 0 0 50119120.46 0 0 -5.014960474e+11 0 0 3
150 10000 0 0 7966280.174 0 0 10017.52887 0 0 0 0 0 -62952.19892 0 0 50087644.36 0 0 -5.008640305e+11 0 0 3
151 10000 0 0 7976294.563 0 0 10011.24948 0 0 0 0 0 -62793.92508 0 0 50056247.4 0 0 -5.002340004e+11 0 0 3
152 10000 0 0 7986302.681 0 0 10004.98584 0 0 0 0 0 -62636.34613 0 0 50024929.22 0 0 -4.996059471e+11 0 0 3
153 10000 0 0 7996304.543 0 0 9998.737899 0 0 0 0 0 -62479.45773 0 0 49993689.49 0 0 -4.989798608e+11 0 0 3
154 10000 0 0 8006300.164 0 0 9992.505573 0 0 0 0 0 -62323.25556 0 0 49962527.87 0 0 -4.983557315e+11 0 0 3
155 10000 0 0 8016289.562 0 0 9986.2888 0 0 0 0 0 -62167.73533 0 0 49931444 0 0 -4.977335496e+11 0 0 3
156 10000 0 0 8026272.75 0 0 9980.087511 0 0 0 0 0 -62012.8928 0 0 49900437.55 0 0 -4.971133052e+11 0 0 3
157 10000 0 0 8036249.744 0 0 9973.901638 0 0 0 0 0 -61858.72377 0 0 49869508.19 0 0 -4.964949889e+11 0 0 3
158 10000 0 0 8046220.561 0 0 9967.731116 0 0 0 0 0 -61705.22404 0 0 49838655.58 0 0 -4.95878591e+11 0 0 3
159 10000 0 0 8056185.214 0 0 9961.575877 0 0 0 0 0 -61552.38949 0 0 49807879.38 0 0 -4.952641019e+11 0 0 3
160 10000 0 0 8066143.72 0 0 9955.435855 0 0 0 0 0 -61400.216 0 0 49777179.28 0 0 -4.946515123e+11 0 0 3
161 10000 0 0 8076096.094 0 0 9949.310985 0 0 0 0 0 -61248.6995 0 0 49746554.93 0 0 -4.940408128e+11 0 0 3
162 10000 0 0 8086042.35 0 0 9943.201202 0 0 0 0 0 -61097.83593 0 0 49716006.01 0 0 -4.934319941e+11 0 0 3
163 10000 0 0 8095982.503 0 0 9937.10644 0 0 0 0 0 -60947.62129 0 0 49685532.2 0 0 -4.928250469e+11 0 0 3
164 10000 0 0 8105916.57 0 0 9931.026634 0 0 0 0 0 -60798.05159 0 0 49655133.17 0 0 -4.922199619e+11 0 0 3
165 10000 0 0 8115844.564 0 0 9924.961722 0 0 0 0 0 -60649.1229 0 0 49624808.61 0 0 -4.916167302e+11 0 0 3
166 10000 0 0 8125766.501 0 0 9918.911639 0 0 0 0 0 -60500.83128 0 0 49594558.19 0 0 -4.910153427e+11 0 0 3
167 10000 0 0 8135682.395 0 0 9912.876322 0 0 0 0 0 -60353.17286 0 0 49564381.61 0 0 -4.904157902e+11 0 0 3
168 10000 0 0 8145592.261 0 0 9906.855707 0 0 0 0 0 -60206.14378 0 0 49534278.54 0 0 -4.89818064e+11 0 0 3
169 10000 0 0 8155496.114 0 0 9900.849733 0 0 0 0 0 -60059.74021 0 0 49504248.67 0 0 -4.89222155e+11 0 0 3
170 10000 0 0 8165393.968 0 0 9894.858337 0 0 0 0 0 -59913.95836 0 0 49474291.69 0 0 -4.886280545e+11 0 0 3
171 10000 0 0 8175285.838 0 0 9888.881458 0 0 0 0 0 -59768.79446 0 0 49444407.29 0 0 -4.880357538e+11 0 0 3
172 10000 0 0 8185171.738 0 0 9882.919034 0 0 0 0 0 -59624.24479 0 0 49414595.17 0 0 -4.87445244e+11 0 0 3
173 10000 0 0 8195051.683 0 0 9876.971003 0 0 0 0 0 -59480.30563 0 0 49384855.01 0 0 -4.868565166e+11 0 0 3
174 10000 0 0 8204925.687 0 0 9871.037306 0 0 0 0 0 -59336.9733 0 0 49355186.53 0 0 -4.862695629e+11 0 0 3
175 10000 0 0 8214793.765 0 0 9865.117881 0 0 0 0 0 -59194.24416 0 0 49325589.41 0 0 -4.856843745e+11 0 0 3
176 10000 0 0 8224655.93 0 0 9859.21267 0 0 0 0 0 -59052.1146 0 0 49296063.35 0 0 -4.851009428e+11 0 0 3
177 10000 0 0 8234512.197 0 0 9853.321612 0 0 0 0 0 -58910.581 0 0 49266608.06 0 0 -4.845192594e+11 0 0 3
178 10000 0 0 8244362.58 0 0 9847.444648 0 0 0 0 0 -58769.63983 0 0 49237223.24 0 0 -4.83939316e+11 0 0 3
179 10000 0 0 8254207.093 0 0 9841.581719 0 0 0 0 0 -58629.28752 0 0 49207908.59 0 0 -4.833611042e+11 0 0 3
180 10000 0 0 8264045.75 0 0 9835.732767 0 0 0 0 0 -58489.52059 0 0 49178663.83 0 0 -4.827846157e+11 0 0 3
181 10000 0 0 8273878.566 0 0 9829.897733 0 0 0 0 0 -58350.33555 0 0 49149488.67 0 0 -4.822098425e+11 0 0 3
182 10000 0 0 8283705.553 0 0 9824.07656 0 0 0 0 0 -58211.72893 0 0 49120382.8 0 0 -4.816367763e+11 0 0 3
183 10000 0 0 8293526.726 0 0 9818.269191 0 0 0 0 0 -58073.69732 0 0 49091345.95 0 0 -4.81065409e+11 0 0 3
184 10000 0 0 8303342.098 0 0 9812.475567 0 0 0 0 0 -57936.23732 0 0 49062377.83 0 0 -4.804957326e+11 0 0 3
185 10000 0 0 8313151.684 0 0 9806.695632 0 0 0 0 0 -57799.34554 0 0 49033478.16 0 0 -4.799277391e+11 0 0 3
186 10000 0 0 8322955.496 0 0 9800.929331 0 0 0 0 0 -57663.01864 0 0 49004646.65 0 0 -4.793614205e+11 0 0 3
187 10000 0 0 8332753.549 0 0 9795.176605 0 0 0 0 0 -57527.25329 0 0 48975883.03 0 0 -4.78796769e+11 0 0 3
188 10000 0 0 8342545.856 0 0 9789.437401 0 0 0 0 0 -57392.0462 0 0 48947187 0 0 -4.782337767e+11 0 0 3
