0	0
1	1.8052759754761645
2	3.614408603253185
3	5.427406570216508
4	7.244278592633623
5	9.06503341629014
6	10.889679816617416
7	12.718226598833919
8	14.550682598073374
9	16.387056679525227
10	18.22735773856859
11	20.071594700911653
12	21.919776522727282
13	23.771912190791955
14	25.62801072262885
15	27.488081166643553
16	29.35213260226781
17	31.22017414010253
18	33.09221492205745
19	34.96826412149663
20	36.8483309433851
21	38.73242462442889
22	40.620554433225166
23	42.51272967040982
24	44.40895966880183
25	46.30925379355348
26	48.213621442301466
27	50.12207204531505
28	52.03461506564962
29	53.95125999929538
30	55.872016375334596
31	57.79689375609182
32	59.72590173729086
33	61.65904994820977
34	63.59634805183907
35	65.53780574503566
36	67.48343275868477
37	69.43323885785769
38	71.38723384197237
39	73.34542754495524
40	75.30782983540216
41	77.2744506167437
42	79.24529982740705
43	81.22038744098184
44	83.19972346638653
45	85.1833179480362
46	87.17118096600875
47	89.16332263621555
48	91.15975311056994
49	93.1604825771608
50	95.16552126042097
51	97.17487942130356
52	99.18856735745545
53	101.20659540339088
54	103.2289739306687
55	105.25571334807061
56	107.28682410177683
57	109.3223166755485
58	111.36220159090688
59	113.40648940731413
60	115.45519072235624
61	117.50831617192831
62	119.56587643041777
63	121.62788221089073
64	123.69434426527975
65	125.76527338457018
66	127.84068039899299
67	129.92057617821104
68	132.00497163151383
69	134.09387770801044
70	136.18730539682093
71	138.28526572727387
72	140.3877697691019
73	142.49482863263876
74	144.6064534690204
75	146.72265547038162
76	148.84344587005944
77	150.9688359427966
78	153.09883700494242
79	155.23346041465854
80	157.37271757212872
81	159.51661991976013
82	161.66517894239814
83	163.81840616753266
84	165.97631316551093
85	168.1389115497498
86	170.30621297695055
87	172.47822914731248
88	174.6549718047517
89	176.83645273711898
90	179.02268377641724
91	181.21367679902343
92	183.40944372591125
93	185.60999652287595
94	187.81534720075422
95	190.02550781565702
96	192.24049046919265
97	194.46030730869822
98	196.68497052747026
99	198.914492364996
100	201.1488851071863
101	203.38816108661416
102	205.63233268274666
103	207.88141232218672
104	210.13541247891064
105	212.3943456745105
106	214.6582244784347
107	216.927061508235
108	219.20086942981106
109	221.47966095765642
110	223.76344885510989
111	226.0522459346033
112	228.346065057916
113	230.6449191364277
114	232.94882113137362
115	235.25778405410185
116	237.57182096633144
117	239.89094498041308
118	242.21516925959247
119	244.54450701827074
120	246.87897152227373
121	249.2185760891168
122	251.56333408827325
123	253.91325894144794
124	256.26836412284547
125	258.62866315944837
126	260.9941696312914
127	263.3648971717372
128	265.74085946776074
129	268.12207026022645
130	270.50854334417323
131	272.9002925690991
132	275.29733183925003
133	277.6996751139055
134	280.1073364076731
135	282.5203297907781
136	284.9386693893597
137	287.3623693857678
138	289.79144401886214
139	292.2259075843102
140	294.6657744348929
141	297.11105898080825
142	299.5617756899769
143	302.0179390883521
144	304.47956376023023
145	306.94666434856333
146	309.4192555552753
147	311.897352141576
148	314.3809689282843
149	316.87012079614635
150	319.3648226861612
151	321.86508959990454
152	324.3709365998584
153	326.88237880974134
154	329.39943141483946
155	331.9221096623406
156	334.45042886167437
157	336.98440438484795
158	339.52405166678994
159	342.06938620569247
160	344.62042356335934
161	347.17717936555164
162	349.73966930234286
163	352.30790912846896
164	354.88191466368505
165	357.4617017931242
166	360.0472864676574
167	362.63868470425876
168	365.2359125863676
169	367.83898626426065
170	370.44792195542
171	373.0627359449077
172	375.68344458574296
173	378.31006429927754
174	380.9426115755802
175	383.58110297382007
176	386.2255551226501
177	388.8759847206015
178	391.5324085364723
179	394.19484340972195
180	396.86330625087135
181	399.5378140419013
182	402.2183838366563
